単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/8/1,12:30,44965,1296,14882,7180,347,1416,1826,0,499,10672,0,222,0,0,3,6403,219,44965
2026/8/1,13:00,45425,1295,15530,7227,346,1451,1839,0,505,10267,0,238,0,201,3,6306,217,45425
2026/8/1,13:30,45498,1295,15838,7437,346,1493,1834,0,505,9490,0,241,0,458,2,6336,223,45498
2026/8/1,14:00,45266,1295,16205,7445,367,1528,1878,0,511,8406,0,238,0,710,0,6460,224,45267
2026/8/1,14:30,45730,1294,17007,7525,419,1518,1864,0,517,7756,0,237,0,903,3,6460,225,45728
2026/8/1,15:00,45500,1296,17421,7635,436,1602,1955,0,517,6770,0,232,0,1256,0,6165,216,45501
2026/8/1,15:30,45372,1296,17915,7641,436,1639,1971,0,519,5644,0,225,0,1603,0,6233,251,45373
2026/8/1,16:00,45287,1296,18499,7644,437,1669,1981,0,527,4397,0,210,0,2684,5,5678,262,45289
2026/8/1,16:30,45017,1296,18541,7643,436,1644,1984,0,528,3082,0,204,0,3652,18,5725,264,45017
2026/8/1,17:00,44315,1296,18643,7637,437,1679,2006,0,537,1810,0,209,0,4065,18,5707,272,44316
2026/8/1,17:30,43739,1294,18649,7640,438,1719,2015,0,537,859,0,209,0,4007,31,6066,276,43740
2026/8/1,18:00,43297,1295,18766,7640,438,1773,2012,0,542,239,0,210,0,4733,43,5313,291,43295
2026/8/1,18:30,43239,1294,18879,7641,438,1783,2004,0,542,1,0,197,0,3965,44,6155,297,43240
2026/8/1,19:00,42413,1295,18815,7639,439,1705,2012,0,543,0,0,218,0,3093,41,6344,270,42414
2026/8/1,19:30,41251,1295,18885,7642,441,1711,2018,0,543,0,0,211,0,2754,34,5431,285,41250
2026/8/1,20:00,40153,1295,18791,7644,438,1714,1801,0,545,0,0,209,0,2225,18,5220,253,40153
2026/8/1,20:30,39423,1295,18451,7645,440,1720,1791,0,546,0,0,213,0,2014,9,5034,266,39424
2026/8/1,21:00,38513,1295,17827,7641,440,1778,1795,0,546,0,0,209,0,1481,6,5277,219,38514
2026/8/1,21:30,37691,1295,16782,7642,440,1791,1809,0,547,0,0,212,0,707,15,6223,230,37693
2026/8/1,22:00,36974,1294,16679,7641,436,1809,1787,0,548,0,0,210,0,542,13,5813,202,36974
2026/8/1,22:30,35935,1294,15564,7473,430,1779,1784,0,549,0,0,205,0,283,2,6347,224,35934
2026/8/1,23:00,35020,1294,14972,7312,379,1678,1810,0,548,0,0,209,0,71,20,6523,204,35020
2026/8/1,23:30,33868,1295,14062,7320,337,1593,1781,0,549,0,0,207,0,0,23,6549,152,33868
2026/8/2,0:00,32395,1295,13477,7254,336,1600,1256,0,544,0,0,104,0,0,2,6358,169,32395
2026/8/2,0:30,31028,1295,12162,7134,337,1595,1246,0,544,0,0,110,0,0,2,6385,218,31028
2026/8/2,1:00,30024,1295,11088,7080,336,1619,1233,0,544,0,0,94,0,0,2,6534,200,30025
2026/8/2,1:30,29152,1295,10672,7029,337,1634,1227,0,545,0,0,89,0,-350,2,6463,209,29152
2026/8/2,2:00,28523,1294,10612,6950,337,1629,1221,0,545,0,0,75,0,-859,8,6504,208,28524
2026/8/2,2:30,28153,1295,10608,6945,337,1697,1244,0,544,0,0,66,0,-1286,8,6486,208,28152
2026/8/2,3:00,27888,1294,10302,6957,337,1682,1327,0,546,0,0,69,0,-1359,8,6517,208,27888
2026/8/2,3:30,27680,1295,10128,7035,337,1710,1333,0,546,0,0,72,0,-1476,6,6492,203,27681
2026/8/2,4:00,27478,1295,10122,7104,337,1707,1336,0,546,0,0,73,0,-1687,2,6453,190,27478
2026/8/2,4:30,27494,1295,10146,7151,338,1673,1322,0,546,0,0,63,0,-1684,4,6482,157,27493
2026/8/2,5:00,27511,1295,10187,7276,337,1672,1319,0,545,77,0,58,0,-1932,7,6472,198,27511
2026/8/2,5:30,27781,1295,10073,7300,337,1687,1319,0,546,661,0,57,0,-2114,8,6446,167,27782
2026/8/2,6:00,28526,1294,10429,7301,337,1666,1211,0,546,1539,0,66,0,-2558,3,6514,177,28525
2026/8/2,6:30,29671,1294,10681,7299,342,1672,1213,0,547,2764,0,67,0,-2884,2,6528,146,29671
2026/8/2,7:00,31471,1294,11377,7299,346,1698,1205,0,543,4232,0,69,0,-3314,3,6515,203,31470
2026/8/2,7:30,33431,1294,11757,7300,347,1711,1201,0,543,5617,0,76,0,-3162,2,6522,225,33433
2026/8/2,8:00,35435,1295,11535,7301,346,1737,1199,0,540,6799,0,82,0,-2096,3,6470,223,35434
2026/8/2,8:30,37429,1295,12060,7295,346,1695,1199,0,539,7935,0,89,0,-1733,4,6491,213,37428
2026/8/2,9:00,39444,1295,12400,7100,346,1691,1232,0,537,9386,0,93,0,-1382,3,6519,226,39446
2026/8/2,9:30,40892,1294,12733,6931,345,1706,1228,0,536,10540,0,101,0,-1199,3,6463,210,40891
2026/8/2,10:00,41963,1295,13023,6814,346,1671,1211,0,535,11323,0,107,0,-1077,3,6481,232,41964
2026/8/2,10:30,42540,1294,12363,6750,343,1671,1205,0,535,12034,0,110,0,-418,3,6417,232,42539
2026/8/2,11:00,43414,1295,12208,6693,344,1659,1218,0,536,12644,0,115,0,-20,3,6486,233,43414
2026/8/2,11:30,43861,1294,12868,6647,345,1673,1208,0,536,12542,0,122,0,0,3,6388,236,43862
2026/8/2,12:00,44282,1294,13521,6652,344,1686,1186,0,533,12227,0,136,0,0,1,6470,232,44282
2026/8/2,12:30,44338,1295,14169,6647,345,1683,1208,0,533,11398,0,144,0,239,1,6449,228,44339
2026/8/2,13:00,43632,1295,14238,6723,345,1683,1277,0,532,10257,0,146,0,449,1,6459,226,43631
2026/8/2,13:30,43669,1295,14599,7022,346,1685,1280,0,532,9587,0,149,0,515,2,6432,227,43671
2026/8/2,14:00,43508,1295,15074,7106,346,1710,1294,0,531,8518,0,157,0,812,5,6440,220,43508
2026/8/2,14:30,43174,1294,15721,7217,346,1694,1306,0,531,7285,0,160,0,986,6,6402,227,43175
2026/8/2,15:00,42457,1294,15683,7301,346,1689,1699,0,531,5851,0,160,0,1260,1,6421,221,42457
2026/8/2,15:30,41676,1294,15892,7298,345,1690,1722,0,532,4388,0,165,0,1696,1,6433,218,41674
2026/8/2,16:00,40937,1294,16054,7300,346,1687,1943,0,534,3057,0,164,0,1988,10,6340,219,40936
2026/8/2,16:30,39835,1295,16299,7300,346,1705,1942,0,535,1817,0,157,0,2663,29,5531,216,39835
2026/8/2,17:00,38824,1295,16028,7407,347,1719,1948,0,537,1093,0,168,0,3049,34,4977,222,38824
2026/8/2,17:30,38369,1295,16878,7495,348,1703,1956,0,537,555,0,165,0,3180,42,3993,221,38368
2026/8/2,18:00,38245,1295,17475,7499,347,1700,2138,0,539,148,0,161,0,2704,42,3986,212,38246
2026/8/2,18:30,38016,1295,17435,7501,347,1676,2155,0,540,1,0,172,0,2561,47,4071,217,38018
2026/8/2,19:00,37457,1294,17096,7499,347,1654,2185,0,542,0,0,172,0,2338,44,4067,220,37458
2026/8/2,19:30,36613,1294,16458,7502,347,1634,2168,0,542,0,0,178,0,2191,29,4043,226,36612
2026/8/2,20:00,35791,1294,16559,7503,346,1645,1621,0,544,0,0,185,0,1901,14,3957,222,35791
2026/8/2,20:30,35039,1294,16400,7423,346,1673,1619,0,544,0,0,189,0,1324,8,3988,230,35038
2026/8/2,21:00,33892,1295,15940,7307,345,1657,1609,0,545,0,0,196,0,840,2,3934,222,33892
2026/8/2,21:30,32913,1295,15130,7382,345,1647,1605,0,545,0,0,198,0,239,12,4283,233,32914
2026/8/2,22:00,32107,1295,14451,7495,341,1658,1605,0,546,0,0,200,0,16,4,4277,218,32106
2026/8/2,22:30,31072,1295,12813,7503,336,1733,1601,0,546,0,0,197,0,0,0,4894,154,31072
2026/8/2,23:00,30257,1294,11227,7543,335,1758,1620,0,546,0,0,197,0,0,15,5543,179,30257
2026/8/2,23:30,29110,1295,10355,7628,335,1771,1605,0,546,0,0,189,0,-225,5,5410,195,29109
2026/8/3,0:00,28076,1294,10118,7649,335,1816,1155,0,543,0,0,156,0,-1238,4,6069,173,28074
2026/8/3,0:30,26905,1294,9350,7655,335,1756,1146,0,543,0,0,145,0,-1889,0,6349,220,26904
2026/8/3,1:00,26122,1295,9146,7656,336,1776,1137,0,542,0,0,147,0,-2472,0,6368,192,26123
2026/8/3,1:30,25511,1295,9376,7657,335,1799,1119,0,542,0,0,153,0,-3393,1,6425,202,25511
2026/8/3,2:00,25075,1295,9585,7662,336,1764,1110,0,543,0,0,173,0,-3935,6,6333,203,25075
2026/8/3,2:30,24859,1295,9476,7657,334,1757,1155,0,543,0,0,163,0,-4133,6,6405,201,24859
2026/8/3,3:00,24797,1294,9415,7655,336,1755,1278,0,545,0,0,164,0,-4002,0,6151,205,24796
2026/8/3,3:30,24907,1294,9465,7659,335,1749,1279,0,545,0,0,168,0,-3959,0,6171,200,24906
2026/8/3,4:00,24921,1295,9337,7661,336,1736,1272,0,545,0,0,167,0,-3952,0,6322,203,24922
2026/8/3,4:30,25156,1294,9453,7661,336,1738,1244,0,545,0,0,165,0,-3544,1,6095,167,25155
2026/8/3,5:00,25864,1294,9609,7660,336,1776,1225,0,544,55,0,162,0,-3310,2,6287,224,25864
2026/8/3,5:30,26255,1295,9881,7660,336,1778,1230,0,544,149,0,170,0,-3237,3,6258,187,26254
2026/8/3,6:00,27313,1295,10556,7580,336,1761,1159,0,545,325,0,152,0,-2812,2,6244,171,27314
2026/8/3,6:30,28587,1295,11712,7465,341,1761,1164,0,544,571,0,163,0,-2317,4,5731,153,28587
2026/8/3,7:00,30480,1295,12587,7482,347,1776,1163,0,542,890,0,164,0,-1559,2,5569,221,30479
2026/8/3,7:30,32411,1294,13200,7615,346,1814,1165,0,542,1237,0,165,0,-1023,11,5868,178,32412
2026/8/3,8:00,34613,1294,14669,7662,347,1806,1173,0,536,1499,0,169,0,348,3,4886,221,34613
2026/8/3,8:30,36663,1294,16564,7660,346,1794,1166,0,534,1745,0,167,0,613,13,4543,224,36663
2026/8/3,9:00,38194,1293,17780,7659,346,1758,1202,0,529,2055,0,165,0,1081,10,4095,220,38193
2026/8/3,9:30,38499,1295,17732,7662,347,1758,1195,0,528,2178,0,166,0,1348,7,4048,235,38499
2026/8/3,10:00,38275,1295,17386,7658,345,1754,1170,0,526,2536,0,168,0,1173,10,4038,216,38275
2026/8/3,10:30,38497,1295,17178,7660,349,1760,1153,0,526,3166,0,168,0,762,7,4244,230,38498
2026/8/3,11:00,38186,1295,17016,7659,350,1779,1135,0,528,3591,0,167,0,552,12,3871,232,38187
2026/8/3,11:30,37783,1295,16301,7660,404,1771,1127,0,528,4304,0,169,0,285,4,3699,236,37783
2026/8/3,12:00,37224,1293,14857,7663,440,1772,1138,0,526,5305,0,173,0,132,0,3701,225,37225
2026/8/3,12:30,37685,1294,15060,7662,441,1786,1167,0,526,5732,0,173,0,111,0,3508,225,37685
2026/8/3,13:00,38827,1293,16306,7659,440,1837,1322,0,524,5327,0,176,0,314,0,3400,228,38826
2026/8/3,13:30,38983,1294,16566,7658,439,1866,1345,0,525,4783,0,193,0,512,3,3569,231,38984
2026/8/3,14:00,38800,1294,16427,7661,439,1850,1656,0,525,4299,0,197,0,623,12,3588,230,38801
2026/8/3,14:30,38953,1294,16413,7662,439,1821,1659,0,525,4314,0,198,0,740,13,3643,233,38954
2026/8/3,15:00,38752,1294,15118,7658,438,1803,2001,0,528,3830,0,186,0,1965,2,3702,226,38751
2026/8/3,15:30,39009,1294,14964,7656,437,1767,2042,0,529,3081,0,182,0,3071,16,3753,217,39009
2026/8/3,16:00,38746,1294,15200,7659,436,1798,2212,0,531,2289,0,181,0,3199,16,3704,227,38746
2026/8/3,16:30,38432,1294,15565,7657,436,1843,2235,0,533,1657,0,177,0,3228,27,3564,215,38431
2026/8/3,17:00,37666,1294,15737,7660,437,1826,2256,0,535,958,0,186,0,3175,29,3343,230,37666
2026/8/3,17:30,37221,1294,15660,7660,438,1795,2256,0,535,397,0,189,0,3318,31,3432,218,37223
2026/8/3,18:00,36864,1295,15404,7660,437,1767,2161,0,537,86,0,185,0,3697,27,3386,222,36864
2026/8/3,18:30,36846,1295,15308,7660,437,1797,2183,0,538,0,0,191,0,3719,28,3459,230,36845
2026/8/3,19:00,36184,1295,14744,7659,438,1778,2180,0,539,0,0,194,0,3522,29,3589,216,36183
2026/8/3,19:30,35406,1295,14274,7663,439,1811,2157,0,540,0,0,199,0,3124,19,3653,233,35407
2026/8/3,20:00,34344,1295,13944,7580,438,1816,1987,0,542,0,0,206,0,2636,12,3688,199,34343
2026/8/3,20:30,33619,1294,14147,7511,438,1767,1983,0,542,0,0,196,0,1890,5,3633,212,33618
2026/8/3,21:00,32614,1295,13202,7513,438,1778,1963,0,544,0,0,195,0,1899,1,3574,211,32613
2026/8/3,21:30,31606,1294,12544,7513,439,1777,1933,0,544,0,0,205,0,1361,2,3762,232,31606
2026/8/3,22:00,31142,1295,13446,7514,435,1813,1375,0,545,0,0,205,0,617,0,3682,216,31143
2026/8/3,22:30,30450,1295,13292,7512,428,1808,1358,0,545,0,0,200,0,9,0,3846,156,30449
2026/8/3,23:00,29627,1295,12505,7515,429,1836,1246,0,545,0,0,196,0,0,2,3852,206,29627
2026/8/3,23:30,28582,1296,11700,7512,428,1815,1242,0,545,0,0,197,0,-46,0,3668,224,28581
2026/8/4,0:00,27410,1296,10780,7267,375,1834,1171,0,540,0,0,198,0,-916,6,4674,185,27410
2026/8/4,0:30,26313,1295,10075,6820,330,1794,1165,0,540,0,0,195,0,-972,6,4825,240,26313
2026/8/4,1:00,25605,1295,9639,6805,332,1814,1165,0,540,0,0,194,0,-1110,3,4727,200,25604
2026/8/4,1:30,25184,1295,9537,6800,331,1784,1157,0,540,0,0,191,0,-1641,0,4983,206,25183
2026/8/4,2:00,24748,1295,9537,6802,330,1767,1157,0,540,0,0,183,0,-2033,8,4952,210,24748
2026/8/4,2:30,24637,1296,9634,6822,331,1751,1153,0,540,0,0,180,0,-2361,0,5084,208,24638
2026/8/4,3:00,24732,1296,9625,6904,331,1745,1246,0,542,0,0,187,0,-2508,0,5152,213,24733
2026/8/4,3:30,24723,1296,9497,7070,331,1763,1270,0,541,0,0,186,0,-2574,0,5141,202,24723
2026/8/4,4:00,24919,1295,9561,7613,331,1742,1266,0,542,0,0,186,0,-2972,0,5144,209,24917
2026/8/4,4:30,25007,1295,10061,7666,331,1706,1245,0,541,0,0,182,0,-3137,1,4938,178,25007
2026/8/4,5:00,25048,1294,10384,7612,332,1676,1231,0,541,67,0,201,0,-3129,1,4623,216,25049
2026/8/4,5:30,25208,1295,10207,7596,332,1626,1254,0,541,588,0,177,0,-3641,0,5050,184,25209
2026/8/4,6:00,26017,1294,10473,7474,332,1648,1212,0,543,1426,0,179,0,-3674,0,4948,162,26017
2026/8/4,6:30,27037,1295,10298,7508,339,1655,1214,0,543,2653,0,180,0,-3670,2,4817,203,27037
2026/8/4,7:00,28782,1295,10863,7636,343,1685,1204,0,540,4055,0,167,0,-3656,2,4441,207,28782
2026/8/4,7:30,30457,1295,11343,7663,344,1676,1209,0,540,5455,0,184,0,-3649,2,4226,169,30457
2026/8/4,8:00,32839,1295,12179,7665,343,1657,1213,0,534,6940,0,178,0,-3326,2,3957,201,32838
2026/8/4,8:30,35499,1295,12765,7661,344,1669,1206,0,532,8337,0,183,0,-2537,3,3829,212,35499
2026/8/4,9:00,37550,1294,12580,7662,343,1712,1262,0,528,9356,0,164,0,-1570,6,3990,224,37551
2026/8/4,9:30,38460,1294,12213,7658,343,1720,1244,0,527,9958,0,173,0,-989,6,4076,236,38459
2026/8/4,10:00,39176,1294,12142,7658,344,1652,1196,0,527,10545,0,167,0,-640,2,4071,219,39177
2026/8/4,10:30,39799,1293,12278,7662,344,1698,1186,0,526,10956,0,153,0,-542,3,4009,233,39799
2026/8/4,11:00,40165,1295,12507,7662,365,1749,1171,0,528,11057,0,165,0,-570,0,4000,236,40165
2026/8/4,11:30,40187,1294,12290,7661,418,1705,1154,0,528,11106,0,164,0,-371,0,3998,239,40186
2026/8/4,12:00,39647,1294,11393,7659,439,1712,1181,0,527,11218,0,165,0,-451,1,4274,234,39646
2026/8/4,12:30,39496,1294,11804,7661,438,1737,1199,0,527,10960,0,174,0,-658,1,4131,226,39494
2026/8/4,13:00,40511,1294,12709,7661,438,1747,1203,0,524,10686,0,174,0,-9,3,3846,234,40510
2026/8/4,13:30,40920,1292,13771,7660,439,1757,1212,0,524,10030,0,172,0,0,2,3825,235,40919
2026/8/4,14:00,40762,1293,14249,7659,440,1747,1342,0,524,9041,0,171,0,0,4,4049,244,40763
2026/8/4,14:30,40917,1292,15018,7662,439,1757,1373,0,523,8268,0,168,0,0,4,4169,246,40919
2026/8/4,15:00,40811,1293,15851,7660,441,1773,1502,0,526,7189,0,167,0,9,2,4156,240,40809
2026/8/4,15:30,40881,1293,16494,7660,440,1762,1575,0,527,5885,0,163,0,991,7,3847,236,40880
2026/8/4,16:00,40711,1293,16639,7654,441,1755,2283,0,528,4574,0,154,0,1405,13,3742,229,40710
2026/8/4,16:30,40485,1293,17481,7652,442,1739,2310,0,529,3270,0,149,0,1932,24,3447,217,40485
2026/8/4,17:00,39614,1293,17813,7652,442,1749,2317,0,533,1963,0,152,0,2121,22,3323,234,39614
2026/8/4,17:30,38908,1292,17797,7656,441,1733,2326,0,533,917,0,153,0,2139,33,3677,211,38908
2026/8/4,18:00,38146,1292,17745,7655,441,1720,2206,0,535,241,0,149,0,2059,27,3861,215,38146
2026/8/4,18:30,37875,1291,17705,7658,442,1722,2230,0,536,1,0,155,0,1990,27,3904,214,37875
2026/8/4,19:00,37145,1290,17295,7660,443,1699,2247,0,537,0,0,160,0,1587,24,3993,210,37145
2026/8/4,19:30,36176,1291,17286,7659,444,1687,2243,0,536,0,0,163,0,733,23,3879,233,36177
2026/8/4,20:00,35081,1290,16629,7659,444,1719,2131,0,541,0,0,159,0,483,8,3798,221,35082
2026/8/4,20:30,34214,1290,15995,7660,443,1722,2105,0,541,0,0,167,0,236,6,3822,228,34215
2026/8/4,21:00,33046,1290,15275,7654,445,1696,1655,0,542,0,0,159,0,303,2,3817,207,33045
2026/8/4,21:30,31989,1290,14244,7658,445,1680,1655,0,543,0,0,151,0,270,8,3821,224,31989
2026/8/4,22:00,31487,1193,13418,7659,439,1676,1904,0,544,0,0,146,0,326,2,3984,195,31486
2026/8/4,22:30,30722,1127,12739,7659,435,1709,1898,0,545,0,0,147,0,237,2,4004,219,30721
2026/8/4,23:00,29836,1126,12546,7622,434,1686,1655,0,544,0,0,154,0,71,1,3781,215,29835
2026/8/4,23:30,28711,1128,11641,7542,434,1615,1640,0,544,0,0,133,0,0,0,3880,154,28711
2026/8/5,0:00,27503,1128,10908,7506,379,1584,1134,0,465,0,0,138,0,0,2,4045,214,27503
2026/8/5,0:30,26382,1128,9703,7455,338,1586,1123,0,464,0,0,116,0,0,0,4254,214,26381
2026/8/5,1:00,25550,1129,9608,7185,337,1560,1091,0,465,0,0,120,0,-224,0,4085,194,25550
2026/8/5,1:30,25017,1129,9480,6984,336,1566,1078,0,465,0,0,117,0,-990,0,4658,194,25017
2026/8/5,2:00,24643,1132,9168,7164,337,1566,1079,0,465,0,0,116,0,-1415,0,4829,203,24644
2026/8/5,2:30,24455,1140,8947,7331,337,1577,1092,0,464,0,0,111,0,-1630,0,4883,203,24455
2026/8/5,3:00,24450,1148,9348,7374,337,1548,1228,0,467,0,0,120,0,-1952,0,4635,197,24450
2026/8/5,3:30,24450,1155,9391,7514,337,1503,1271,0,467,0,0,116,0,-2035,0,4534,197,24450
2026/8/5,4:00,24540,1163,9383,7518,338,1488,1264,0,467,0,0,112,0,-1920,0,4554,172,24539
2026/8/5,4:30,24726,1170,9347,7512,337,1552,1244,0,467,0,0,109,0,-1622,0,4438,172,24726
2026/8/5,5:00,24890,1178,9474,7516,338,1515,1240,0,466,60,0,108,0,-1616,1,4452,159,24891
2026/8/5,5:30,25101,1186,9372,7515,337,1477,1240,0,465,512,0,99,0,-1568,0,4308,159,25102
2026/8/5,6:00,25715,1193,9086,7514,338,1532,1142,0,466,1262,0,97,0,-1938,1,4835,187,25715
2026/8/5,6:30,26662,1200,8880,7512,343,1562,1143,0,466,2513,0,108,0,-2117,1,4861,188,26660
2026/8/5,7:00,28255,1208,9421,7340,349,1598,1148,0,464,4132,0,101,0,-2392,1,4679,206,28255
2026/8/5,7:30,30020,1215,10432,6523,349,1610,1154,0,463,5914,0,94,0,-2880,1,4942,201,30018
2026/8/5,8:00,32290,1223,11867,6643,350,1594,1154,0,458,7785,0,108,0,-2963,1,3863,207,32290
2026/8/5,8:30,35017,1230,12469,7201,348,1573,1150,0,456,9549,0,116,0,-2578,1,3286,216,35017
2026/8/5,9:00,37280,1237,12366,7306,349,1561,1143,0,452,10946,0,125,0,-1796,5,3379,208,37281
2026/8/5,9:30,38357,1246,12196,7176,348,1564,1135,0,452,11790,0,128,0,-1420,4,3503,234,38356
2026/8/5,10:00,39112,1254,12107,6476,347,1579,1117,0,451,12951,0,128,0,-1160,6,3632,224,39112
2026/8/5,10:30,40255,1261,12474,6272,347,1585,1089,0,451,14022,0,131,0,-1040,6,3422,234,40254
2026/8/5,11:00,41209,1269,12869,6150,367,1605,1080,0,452,14684,0,136,0,-1189,4,3555,227,41209
2026/8/5,11:30,41803,1275,13515,6192,421,1584,1062,0,452,14847,0,138,0,-1116,4,3200,228,41802
2026/8/5,12:00,41607,1284,13268,5926,441,1582,1166,0,450,14511,0,140,0,-790,6,3398,225,41607
2026/8/5,12:30,41520,1290,13590,5715,441,1574,1173,0,449,13968,0,140,0,-425,6,3377,221,41519
2026/8/5,13:00,42864,1291,14744,6288,441,1563,1221,0,447,13502,0,142,0,-4,0,3003,226,42864
2026/8/5,13:30,43543,1291,15459,6891,440,1553,1229,0,448,12742,0,139,0,-2,2,3133,218,43543
2026/8/5,14:00,43678,1291,16040,7357,440,1570,1364,0,448,11451,0,137,0,-3,13,3345,225,43678
2026/8/5,14:30,43775,1291,16945,7499,440,1599,1377,0,447,10106,0,132,0,2,15,3702,220,43775
2026/8/5,15:00,43731,1290,18167,7507,439,1606,1494,0,448,8424,0,124,0,818,3,3188,222,43730
2026/8/5,15:30,43766,1291,18744,7500,440,1598,1539,0,449,6633,0,109,0,1488,12,3746,218,43767
2026/8/5,16:00,43882,1290,18930,7502,440,1610,2236,0,451,4931,0,96,0,2076,23,4067,230,43882
2026/8/5,16:30,43616,1291,19543,7506,442,1587,2296,0,453,3336,0,85,0,2422,35,4397,225,43618
2026/8/5,17:00,42691,1292,19547,7501,441,1577,2317,0,457,1950,0,88,0,2524,42,4731,224,42691
2026/8/5,17:30,42005,1292,19842,7500,440,1552,2339,0,456,906,0,69,0,2302,47,5043,217,42005
2026/8/5,18:00,41183,1292,19727,7503,442,1575,2318,0,459,224,0,86,0,2269,50,5021,215,41181
2026/8/5,18:30,40941,1292,19652,7502,441,1560,2330,0,460,1,0,89,0,2223,50,5113,227,40940
2026/8/5,19:00,40121,1292,18454,7504,442,1501,2327,0,462,0,0,91,0,2106,33,5702,206,40120
2026/8/5,19:30,39037,1292,17606,7506,443,1485,2333,0,462,0,0,86,0,2247,16,5330,231,39037
2026/8/5,20:00,37812,1291,16493,7505,443,1515,2242,0,464,0,0,84,0,2120,14,5426,215,37812
2026/8/5,20:30,36838,1291,15589,7501,443,1500,2196,0,465,0,0,86,0,1947,8,5584,229,36839
2026/8/5,21:00,35542,1293,14973,7505,444,1525,1731,0,466,0,0,83,0,1743,1,5573,204,35541
2026/8/5,21:30,34410,1293,14747,7505,444,1488,1723,0,466,0,0,81,0,991,1,5449,222,34410
2026/8/5,22:00,33627,1293,14059,7503,439,1515,1992,0,467,0,0,82,0,780,0,5299,199,33628
2026/8/5,22:30,32636,1292,13973,7506,433,1494,1978,0,468,0,0,76,0,51,0,5143,222,32636
2026/8/5,23:00,31629,1292,13173,7504,432,1510,1722,0,467,0,0,61,0,0,2,5254,212,31629
2026/8/5,23:30,30464,1292,12209,7507,434,1499,1704,0,468,0,0,72,0,0,2,5085,193,30465
2026/8/6,0:00,29043,1293,11196,7501,379,1498,1176,0,462,0,0,55,0,-68,5,5368,178,29043
2026/8/6,0:30,27924,1293,10225,7487,337,1520,1172,0,462,0,0,59,0,-533,7,5669,226,27924
2026/8/6,1:00,27062,1293,10047,7216,337,1502,1143,0,462,0,0,63,0,-950,4,5744,201,27062
