単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/06/25,10:00,17178,0,7470,3140,0,226,0,1784,2,434,0,1334,0,94,0,906,0,1724,64,17178
2026/06/25,10:30,17174,0,7472,3052,0,226,0,1790,0,440,0,1408,0,90,0,988,2,1646,60,17174
2026/06/25,11:00,17194,0,7440,3024,0,226,0,1796,2,432,0,1540,0,56,0,982,0,1634,62,17194
2026/06/25,11:30,16998,0,7418,2804,0,226,0,1792,2,442,0,1590,0,78,0,1006,0,1582,58,16998
2026/06/25,12:00,16130,0,7266,2784,0,224,0,1636,0,434,0,1584,0,78,0,430,0,1636,58,16130
2026/06/25,12:30,16046,0,7242,2776,0,228,0,1648,2,440,0,1450,0,64,0,178,0,1960,58,16046
2026/06/25,13:00,16860,0,7542,2790,0,234,0,1814,2,432,0,1288,0,46,0,1014,0,1634,64,16860
2026/06/25,13:30,17086,0,7634,2780,0,242,0,1802,2,434,0,1148,0,34,0,1324,0,1612,74,17086
2026/06/25,14:00,17250,0,7766,2784,0,252,0,1788,2,434,0,1040,0,34,0,1508,6,1532,104,17250
2026/06/25,14:30,17108,0,7170,2776,0,258,0,1806,0,438,0,940,0,32,0,428,4,3162,94,17108
2026/06/25,15:00,16770,0,7262,2794,0,250,0,1850,2,430,0,798,0,38,0,244,0,3010,92,16770
2026/06/25,15:30,16858,0,7672,2778,0,244,0,1852,2,440,0,696,0,40,0,552,8,2486,88,16858
2026/06/25,16:00,16798,0,7514,2784,0,234,0,2006,2,434,0,508,0,42,0,870,6,2310,88,16798
2026/06/25,16:30,16606,0,7488,2778,0,240,0,1972,2,436,0,340,0,42,0,922,6,2298,82,16606
2026/06/25,17:00,16076,0,6872,2788,0,238,0,1950,2,436,0,214,0,48,0,732,4,2698,94,16076
2026/06/25,17:30,15810,0,7200,2780,0,248,0,1954,0,442,0,138,0,60,0,728,6,2164,90,15810
2026/06/25,18:00,15690,0,7460,2784,0,242,0,1952,2,428,0,84,0,62,0,586,6,1990,94,15690
2026/06/25,18:30,15584,0,7632,2780,0,252,0,1960,2,442,0,60,0,54,0,434,4,1870,94,15584
2026/06/25,19:00,15224,0,6880,2790,0,250,0,1958,2,436,0,0,0,58,0,-344,2,3042,150,15224
2026/06/25,19:30,14878,0,7036,2780,0,250,0,1950,2,444,0,0,0,42,0,-692,0,2918,148,14878
2026/06/25,20:00,14694,0,7066,2786,0,246,0,1910,2,436,0,0,0,44,0,-812,0,2868,148,14694
2026/06/25,20:30,14454,0,7082,2782,0,242,0,1886,0,444,0,0,0,80,0,-802,0,2588,152,14454
2026/06/25,21:00,14258,0,6936,2792,0,246,0,1856,2,438,0,0,0,82,0,-824,0,2578,152,14258
2026/06/25,21:30,13962,0,6846,2778,0,252,0,1844,2,444,0,0,0,70,0,-868,0,2440,154,13962
2026/06/25,22:00,13934,0,6940,2790,0,268,0,1874,2,434,0,0,0,52,0,-856,2,2272,156,13934
2026/06/25,22:30,13624,0,6612,2782,0,252,0,1896,2,444,0,0,0,60,0,-864,0,2280,160,13624
2026/06/25,23:00,13538,0,6550,2788,0,278,0,1936,2,434,0,0,0,68,0,-860,0,2174,168,13538
2026/06/25,23:30,13164,0,6024,2788,0,270,0,1926,2,438,0,0,0,60,0,-858,0,2342,172,13164
2026/06/26,00:00,12724,0,6226,2784,0,272,0,1936,2,434,0,0,0,46,0,-800,8,1688,128,12724
2026/06/26,00:30,12344,0,5832,2780,0,276,0,1940,0,436,0,0,0,62,0,-798,8,1684,124,12344
2026/06/26,01:00,12146,0,5314,2790,0,268,0,1958,2,432,0,0,0,70,0,-742,10,1914,130,12146
2026/06/26,01:30,11952,0,5256,2786,0,234,0,1962,2,434,0,0,0,74,0,-642,10,1706,130,11952
2026/06/26,02:00,11938,0,4816,2786,0,228,0,1970,2,434,0,0,0,74,0,90,8,1398,132,11938
2026/06/26,02:30,12040,0,4788,2788,0,228,0,1958,2,434,0,0,0,72,0,166,0,1472,132,12040
2026/06/26,03:00,12142,0,4842,2796,0,226,0,1938,0,434,0,0,0,74,0,168,0,1528,136,12142
2026/06/26,03:30,12220,0,4546,2808,0,246,0,1958,2,436,0,0,0,86,0,168,4,1834,132,12220
2026/06/26,04:00,12368,0,4768,2838,0,250,0,1960,2,428,0,0,0,84,0,164,0,1734,140,12368
2026/06/26,04:30,12450,0,4520,2826,0,238,0,1918,2,436,0,0,0,100,0,168,0,2092,150,12450
2026/06/26,05:00,12556,0,4454,2840,0,238,0,1928,2,428,0,10,0,94,0,166,0,2250,146,12556
2026/06/26,05:30,12572,0,4446,2826,0,246,0,1896,2,432,0,24,0,72,0,170,0,2312,146,12572
2026/06/26,06:00,12798,0,4924,2842,0,252,0,1850,0,426,0,64,0,58,0,166,0,2084,132,12798
2026/06/26,06:30,13256,0,5084,2834,0,250,0,1808,2,436,0,152,0,54,0,166,0,2360,110,13256
2026/06/26,07:00,13882,0,6216,2838,0,254,0,1754,2,426,0,256,0,60,0,166,6,1802,102,13882
2026/06/26,07:30,14658,0,6974,2828,0,228,0,1720,0,430,0,410,0,60,0,250,2,1658,98,14658
2026/06/26,08:00,15870,0,7134,2840,0,260,0,1712,2,428,0,550,0,60,0,556,2,2228,98,15870
2026/06/26,08:30,17102,0,7368,2826,0,264,0,1670,2,428,0,636,0,62,0,1194,2,2552,98,17102
2026/06/26,09:00,17808,0,7256,2840,0,262,0,1722,2,418,0,852,0,50,0,1296,4,3012,94,17808
2026/06/26,09:30,18038,0,7336,2826,0,278,0,1732,2,424,0,1258,0,58,0,870,8,3154,92,18038
2026/06/26,10:00,18006,0,7408,2836,0,252,0,1714,0,424,0,1366,0,74,0,726,0,3114,92,18006
2026/06/26,10:30,18024,0,7334,2826,0,272,0,1718,2,428,0,1270,0,88,0,664,0,3334,88,18024
2026/06/26,11:00,17898,0,7380,2840,0,290,0,1716,2,428,0,1394,0,100,0,458,2,3198,90,17898
2026/06/26,11:30,17704,0,7114,2826,0,272,0,1714,2,426,0,1446,0,82,0,382,0,3354,86,17704
2026/06/26,12:00,16832,0,6202,2840,0,252,0,1668,2,428,0,1832,0,74,0,380,0,3068,86,16832
2026/06/26,12:30,16674,0,6816,2830,0,258,0,1662,2,428,0,2066,0,52,0,386,0,2086,88,16674
2026/06/26,13:00,17316,0,8080,2840,0,266,0,1708,2,426,0,1782,0,32,0,390,0,1704,86,17316
2026/06/26,13:30,17596,0,8414,2828,0,258,0,1704,0,426,0,1146,0,36,0,780,4,1914,86,17596
2026/06/26,14:00,17678,0,8114,2838,0,256,0,1716,2,428,0,690,0,36,0,802,8,2700,88,17678
2026/06/26,14:30,17540,0,8086,2828,0,254,0,1704,2,404,0,442,0,58,0,386,12,3270,94,17540
2026/06/26,15:00,17188,0,8190,2840,0,256,0,1526,2,402,0,404,0,60,0,358,20,3036,94,17188
2026/06/26,15:30,17046,0,8098,2830,0,260,0,1514,2,408,0,586,0,72,0,360,20,2802,94,17046
2026/06/26,16:00,16816,0,7402,2840,0,260,0,1502,2,404,0,402,0,90,0,356,18,3446,94,16816
2026/06/26,16:30,16436,0,7602,2822,0,256,0,1508,0,408,0,312,0,82,0,358,10,2986,92,16436
2026/06/26,17:00,15910,0,7416,2840,0,260,0,1504,2,400,0,162,0,70,0,342,6,2812,96,15910
2026/06/26,17:30,15662,0,7098,2824,0,270,0,1502,2,406,0,70,0,56,0,340,6,2994,94,15662
2026/06/26,18:00,15480,0,6946,2836,0,266,0,1500,0,406,0,22,0,34,0,342,4,3026,98,15480
2026/06/26,18:30,15350,0,6334,2836,0,248,0,1514,2,408,0,8,0,28,0,320,4,3554,94,15350
2026/06/26,19:00,15018,0,5860,2838,0,258,0,1530,2,404,0,0,0,10,0,326,2,3692,96,15018
2026/06/26,19:30,14694,0,5832,2824,0,256,0,1532,2,412,0,0,0,12,0,320,0,3406,98,14694
2026/06/26,20:00,14520,0,5990,2840,0,250,0,1548,2,404,0,0,0,22,0,302,4,3056,102,14520
2026/06/26,20:30,14316,0,5936,2820,0,252,0,1578,2,412,0,0,0,30,0,296,0,2894,96,14316
2026/06/26,21:00,13934,0,5702,2802,0,282,0,1590,0,406,0,0,0,8,0,300,2,2744,98,13934
2026/06/26,21:30,13712,0,6304,2790,0,282,0,1578,2,408,0,0,0,10,0,298,0,1942,98,13712
2026/06/26,22:00,13556,0,5938,2804,0,254,0,1576,2,402,0,0,0,6,0,298,0,2178,98,13556
2026/06/26,22:30,13232,0,5272,2790,0,254,0,1548,2,406,0,0,0,12,0,300,0,2552,96,13232
2026/06/26,23:00,13246,0,5426,2804,0,272,0,1562,2,404,0,0,0,12,0,302,2,2356,104,13246
2026/06/26,23:30,12960,0,5342,2796,0,272,0,1550,2,414,0,0,0,6,0,298,0,2174,106,12960
2026/06/27,00:00,12434,0,5614,2914,0,264,0,1530,2,408,0,0,0,6,0,302,2,1280,112,12434
2026/06/27,00:30,12188,0,4962,3188,0,236,0,1472,0,418,0,0,0,14,0,350,6,1422,120,12188
2026/06/27,01:00,11846,0,4366,3268,0,248,0,1444,2,416,0,0,0,32,0,480,2,1466,122,11846
2026/06/27,01:30,11472,0,4044,3256,0,252,0,1420,2,424,0,0,0,48,0,506,2,1426,92,11472
2026/06/27,02:00,11488,0,4302,3264,0,226,0,1442,2,424,0,0,0,34,0,502,6,1188,98,11488
2026/06/27,02:30,11478,0,4300,3260,0,230,0,1434,2,428,0,0,0,32,0,508,8,1184,92,11478
2026/06/27,03:00,11676,0,4338,3268,0,230,0,1440,2,432,0,0,0,16,0,522,16,1312,100,11676
2026/06/27,03:30,11522,0,4016,3256,0,266,0,1422,2,438,0,0,0,18,0,482,8,1514,100,11522
2026/06/27,04:00,11550,0,3932,3268,0,250,0,1428,0,436,0,0,0,10,0,446,4,1674,102,11550
2026/06/27,04:30,11460,0,3894,3256,0,256,0,1428,2,444,0,10,0,8,0,440,4,1626,92,11460
2026/06/27,05:00,11228,0,3612,3266,0,244,0,1422,2,440,0,82,0,10,0,492,0,1568,90,11228
2026/06/27,05:30,11088,0,3366,3262,0,232,0,1420,2,446,0,232,0,8,0,314,2,1712,92,11088
2026/06/27,06:00,10660,0,3016,3176,0,236,0,1418,2,442,0,386,0,4,0,302,2,1576,100,10660
2026/06/27,06:30,10626,0,3066,2668,0,236,0,1400,2,444,0,584,0,2,0,302,4,1820,98,10626
2026/06/27,07:00,10880,0,3098,2410,0,230,0,1398,0,438,0,578,0,0,0,296,6,2328,98,10880
2026/06/27,07:30,11268,0,3098,2412,0,226,0,1390,2,440,0,550,0,2,0,298,4,2754,92,11268
2026/06/27,08:00,11546,0,3214,2338,0,224,0,1350,2,442,0,624,0,8,0,92,4,3152,96,11546
2026/06/27,08:30,11952,0,4220,2404,0,222,0,1348,2,450,0,770,0,10,0,-216,12,2634,96,11952
2026/06/27,09:00,12276,0,4354,2722,0,222,0,1344,2,440,0,940,0,2,0,72,6,2074,98,12276
2026/06/27,09:30,12380,0,3288,2756,0,226,0,1372,2,446,0,1150,0,4,0,300,6,2734,96,12380
2026/06/27,10:00,12394,0,3526,2540,0,224,0,1420,0,448,0,1252,0,8,0,110,12,2756,98,12394
2026/06/27,10:30,12464,0,3706,2724,0,238,0,1412,2,452,0,1284,0,8,0,230,8,2300,100,12464
2026/06/27,11:00,12506,0,4456,2946,0,238,0,1400,2,446,0,1296,0,12,0,308,12,1292,98,12506
2026/06/27,11:30,12608,0,4550,3054,0,220,0,1406,0,452,0,1230,0,24,0,362,6,1200,104,12608
2026/06/27,12:00,12466,0,4196,3116,0,214,0,1408,2,444,0,1158,0,32,0,724,2,1062,108,12466
2026/06/27,12:30,12244,0,3668,3156,0,222,0,1418,2,444,0,1036,0,44,0,736,4,1410,104,12244
2026/06/27,13:00,12332,0,3764,3256,0,214,0,1420,2,436,0,842,0,34,0,752,8,1498,106,12332
2026/06/27,13:30,12340,0,3788,3262,0,206,0,1414,2,444,0,742,0,62,0,750,10,1554,106,12340
2026/06/27,14:00,12344,0,3510,3264,0,212,0,1440,0,444,0,766,0,54,0,756,8,1784,106,12344
2026/06/27,14:30,12152,0,3326,3256,0,220,0,1430,2,444,0,930,0,48,0,730,8,1656,102,12152
2026/06/27,15:00,12032,0,3218,3266,0,222,0,1444,2,446,0,1194,0,52,0,722,10,1350,106,12032
2026/06/27,15:30,11908,0,3228,3054,0,224,0,1456,2,448,0,1384,0,34,0,296,8,1672,102,11908
2026/06/27,16:00,11964,0,3430,2940,0,226,0,1486,2,444,0,1582,0,28,0,290,12,1420,104,11964
2026/06/27,16:30,11938,0,3712,3208,0,224,0,1544,2,446,0,1490,0,32,0,306,4,870,100,11938
2026/06/27,17:00,11944,0,3488,3256,0,228,0,1584,0,444,0,1212,0,36,0,500,4,1088,104,11944
2026/06/27,17:30,12016,0,3386,3264,0,230,0,1622,2,456,0,692,0,56,0,778,8,1420,102,12016
2026/06/27,18:00,11968,0,3198,3260,0,226,0,1634,0,450,0,318,0,78,0,920,8,1766,110,11968
2026/06/27,18:30,12224,0,3276,3262,0,258,0,1640,2,456,0,66,0,72,0,1278,10,1792,112,12224
2026/06/27,19:00,12288,0,3024,3262,0,268,0,1654,2,448,0,0,0,124,0,1590,8,1788,120,12288
2026/06/27,19:30,12180,0,3018,3260,0,246,0,1672,2,456,0,0,0,134,0,1480,8,1784,120,12180
2026/06/27,20:00,11940,0,3002,3266,0,230,0,1682,2,446,0,0,0,140,0,1468,4,1574,126,11940
2026/06/27,20:30,11852,0,3028,3258,0,232,0,1690,2,446,0,0,0,128,0,1302,4,1636,126,11852
2026/06/27,21:00,11446,0,3024,3268,0,230,0,1742,0,444,0,0,0,82,0,888,2,1640,126,11446
2026/06/27,21:30,11246,0,3032,3264,0,236,0,1754,2,450,0,0,0,84,0,898,6,1386,134,11246
2026/06/27,22:00,10970,0,3020,3260,0,240,0,1758,2,446,0,0,0,64,0,566,2,1480,132,10970
2026/06/27,22:30,10686,0,3018,3134,0,258,0,1750,2,452,0,0,0,64,0,392,4,1482,130,10686
2026/06/27,23:00,10658,0,3264,2866,0,242,0,1756,2,446,0,0,0,58,0,308,4,1582,130,10658
2026/06/27,23:30,10350,0,3212,2916,0,238,0,1744,2,452,0,0,0,50,0,190,2,1414,130,10350
2026/06/28,00:00,9978,0,3224,2820,0,230,0,1740,2,446,0,0,0,62,0,190,4,1128,132,9978
2026/06/28,00:30,9664,0,2896,2616,0,216,0,1762,0,454,0,0,0,62,0,254,6,1266,132,9664
2026/06/28,01:00,9440,0,2800,2476,0,214,0,1764,2,454,0,0,0,52,0,242,2,1304,130,9440
2026/06/28,01:30,9252,0,2808,2516,0,216,0,1738,2,464,0,0,0,40,0,224,4,1110,130,9252
2026/06/28,02:00,9332,0,2846,2328,0,224,0,1758,2,460,0,0,0,30,0,234,4,1312,134,9332
2026/06/28,02:30,9358,0,2834,2528,0,224,0,1756,2,466,0,0,0,22,0,264,10,1122,130,9358
2026/06/28,03:00,9564,0,2904,2770,0,230,0,1784,2,462,0,0,0,22,0,264,8,984,134,9564
2026/06/28,03:30,9770,0,3100,2878,0,264,0,1782,0,472,0,0,0,22,0,266,10,846,130,9770
2026/06/28,04:00,9826,0,3050,2896,0,274,0,1782,2,460,0,0,0,10,0,266,6,942,138,9826
2026/06/28,04:30,9918,0,3252,2832,0,272,0,1792,2,460,0,8,0,8,0,262,8,884,138,9918
2026/06/28,05:00,9842,0,3056,2734,0,276,0,1768,2,458,0,20,0,12,0,264,6,1110,136,9842
2026/06/28,05:30,9712,0,2726,2808,0,262,0,1766,2,470,0,62,0,8,0,256,6,1212,134,9712
2026/06/28,06:00,9498,0,2630,2870,0,254,0,1710,2,466,0,124,0,6,0,56,4,1262,114,9498
2026/06/28,06:30,9570,0,2538,2966,0,252,0,1702,2,472,0,266,0,2,0,-174,2,1430,112,9570
2026/06/28,07:00,9650,0,2738,3042,0,248,0,1714,0,470,0,506,0,2,0,-254,8,1054,122,9650
2026/06/28,07:30,9916,0,2634,3068,0,282,49,1696,2,470,4,918,0,6,0,-440,16,1142,122,9916
2026/06/28,08:00,10294,0,2498,3030,0,252,49,1714,2,470,4,1286,0,4,0,-456,12,1358,124,10294
2026/06/28,08:30,10620,0,3378,2938,0,248,49,1726,2,472,4,1592,0,2,0,-718,6,852,122,10620
2026/06/28,09:00,10966,0,3070,3032,0,252,49,1776,2,446,4,1958,0,0,0,-640,4,944,122,10966
2026/06/28,09:30,11058,0,2728,3010,0,252,49,1790,0,456,4,1998,0,0,0,-752,2,1450,124,11058
2026/06/28,10:00,11224,0,2928,3046,0,268,49,1802,2,446,4,1952,0,2,0,-878,2,1530,124,11224
2026/06/28,10:30,11082,0,2552,2978,0,294,49,1794,0,454,4,2296,0,0,0,-922,0,1514,122,11082
2026/06/28,11:00,11468,0,2770,2878,0,290,49,1806,2,444,4,2984,0,2,0,-1236,4,1402,122,11468
2026/06/28,11:30,11598,0,3264,3024,0,284,60,1808,2,450,49,2916,0,0,0,-1596,2,1320,124,11598
2026/06/28,12:00,11430,0,2772,2868,0,280,60,1820,2,446,49,2906,0,6,0,-1796,0,2008,118,11430
2026/06/28,12:30,11366,0,2790,2906,0,288,60,1814,2,444,57,3086,0,2,0,-2012,4,1922,120,11366
2026/06/28,13:00,11630,0,2548,2768,0,284,60,1820,2,438,58,3932,0,0,0,-2064,4,1776,122,11630
2026/06/28,13:30,11572,0,2556,2756,0,292,49,1830,0,452,4,3894,0,2,0,-2298,0,1978,110,11572
2026/06/28,14:00,11488,0,2894,2894,0,306,49,1846,2,446,4,3496,0,0,0,-2492,2,1986,108,11488
2026/06/28,14:30,11552,0,2926,3060,0,304,49,1838,2,450,4,3328,0,0,0,-2362,6,1892,108,11552
2026/06/28,15:00,11474,0,2878,2834,0,308,49,1848,2,446,4,3216,0,2,0,-1958,6,1782,110,11474
2026/06/28,15:30,11756,0,3138,2812,0,304,49,1846,2,454,4,2810,0,0,0,-1324,4,1604,106,11756
2026/06/28,16:00,11674,0,3098,2812,0,306,49,1850,0,446,4,2416,0,2,0,-754,0,1392,106,11674
2026/06/28,16:30,11804,0,3116,2798,0,320,0,1914,2,452,0,1826,0,0,0,-210,4,1476,106,11804
2026/06/28,17:00,11966,0,3198,3070,0,342,0,1948,0,448,0,1316,0,0,0,192,8,1336,108,11966
2026/06/28,17:30,12074,0,3576,3210,0,358,0,1952,2,460,0,814,0,0,0,352,12,1232,106,12074
2026/06/28,18:00,12190,0,2924,3260,0,364,0,1978,2,450,0,422,0,0,0,1010,12,1660,108,12190
2026/06/28,18:30,12248,0,3232,3260,0,374,0,1924,2,462,0,120,0,0,0,1244,16,1506,108,12248
2026/06/28,19:00,12470,0,3368,3266,0,380,0,1928,2,450,0,0,0,6,0,1250,8,1688,124,12470
2026/06/28,19:30,12332,0,3118,3260,0,384,0,1936,2,456,0,0,0,2,0,1180,12,1852,130,12332
2026/06/28,20:00,12192,0,3442,3264,0,386,0,1936,0,452,0,0,0,2,0,660,6,1910,134,12192
2026/06/28,20:30,11842,0,3570,3264,0,388,0,1918,2,458,0,0,0,2,0,408,6,1686,140,11842
2026/06/28,21:00,11728,0,3332,3262,0,384,0,1948,2,454,0,0,0,2,0,406,4,1784,150,11728
2026/06/28,21:30,11362,0,3232,3260,0,382,0,1932,2,462,0,0,0,2,0,194,2,1732,162,11362
2026/06/28,22:00,11224,0,3206,3262,0,394,0,1948,2,454,0,0,0,2,0,298,0,1496,162,11224
2026/06/28,22:30,10892,0,2718,3260,0,404,0,1944,2,464,0,0,0,2,0,430,2,1496,170,10892
2026/06/28,23:00,10802,0,2680,3266,0,410,0,1902,0,452,0,0,0,2,0,434,4,1490,162,10802
2026/06/28,23:30,10596,0,2632,3228,0,420,0,1906,2,464,0,0,0,2,0,440,2,1334,166,10596
2026/06/29,00:00,10098,0,2484,2836,0,404,0,1922,2,454,0,0,0,2,0,384,0,1448,162,10098
2026/06/29,00:30,9912,0,2572,2464,0,388,0,1904,2,458,0,0,0,2,0,416,4,1540,162,9912
2026/06/29,01:00,9710,0,2532,2350,0,390,0,1916,2,456,0,0,0,2,0,420,2,1482,158,9710
2026/06/29,01:30,9526,0,2510,2312,0,400,0,1912,2,462,0,0,0,4,0,332,6,1424,162,9526
2026/06/29,02:00,9702,0,2772,2314,0,380,0,1914,0,456,0,0,0,2,0,206,6,1494,158,9702
2026/06/29,02:30,9692,0,2642,2314,0,386,0,1904,2,460,0,0,0,6,0,334,6,1484,154,9692
2026/06/29,03:00,9952,0,2760,2310,0,410,0,1918,2,458,0,0,0,12,0,442,8,1500,132,9952
2026/06/29,03:30,10136,0,2784,2424,0,402,0,1922,2,464,0,0,0,6,0,438,8,1552,134,10136
2026/06/29,04:00,10340,0,2896,2458,0,402,0,1948,2,452,0,0,0,12,0,446,8,1584,132,10340
2026/06/29,04:30,10434,0,3068,2536,0,422,0,1932,2,468,0,10,0,10,0,344,6,1506,130,10434
2026/06/29,05:00,10546,0,3000,2730,0,420,0,1946,0,450,0,78,0,12,0,156,6,1658,90,10546
2026/06/29,05:30,10530,0,2878,2548,0,404,0,1938,2,462,0,370,0,8,0,-402,2,2232,88,10530
2026/06/29,06:00,10986,0,3138,2664,0,400,0,1928,2,456,0,870,0,10,0,-648,4,2080,82,10986
2026/06/29,06:30,11462,0,2874,2622,0,402,0,1918,0,456,0,1580,0,0,0,-654,0,2188,76,11462
2026/06/29,07:00,12522,0,3380,3040,0,410,0,1938,2,454,0,2362,0,2,0,-560,2,1414,78,12522
2026/06/29,07:30,13380,0,3002,3054,0,400,0,1914,2,454,0,3348,0,0,0,-140,2,1262,82,13380
2026/06/29,08:00,14886,0,3320,3142,0,404,0,1924,2,454,0,4418,0,2,0,-354,2,1484,88,14886
2026/06/29,08:30,16306,0,3358,3254,0,408,0,1956,2,452,0,5310,0,2,0,-40,2,1516,86,16306
2026/06/29,09:00,17326,0,3228,3272,0,414,0,1964,2,450,0,6088,3,0,0,154,2,1666,86,17326
2026/06/29,09:30,17760,0,3134,3254,0,392,0,1968,2,454,0,6668,4,2,0,148,2,1648,88,17760
2026/06/29,10:00,17890,0,3052,3188,0,394,0,1958,0,450,0,7176,4,2,0,150,6,1424,90,17890
2026/06/29,10:30,18236,0,3012,3222,0,410,0,1984,2,454,0,7532,4,2,0,-4,4,1514,104,18236
2026/06/29,11:00,18494,0,3100,3262,0,400,0,1982,2,456,0,7786,4,2,0,44,2,1332,126,18494
2026/06/29,11:30,18474,0,2810,3106,0,394,0,2010,2,472,0,7882,4,6,0,-310,4,1976,122,18474
2026/06/29,12:00,17956,0,3048,3136,0,390,0,2066,2,474,0,7858,0,8,0,-776,4,1624,122,17956
2026/06/29,12:30,17868,0,2628,3112,0,378,0,2062,0,486,0,7930,0,8,0,-676,2,1814,124,17868
2026/06/29,13:00,18658,0,3322,3248,0,372,0,2080,2,478,0,7550,0,10,0,-206,10,1666,126,18658
2026/06/29,13:30,19042,0,3194,3248,0,380,0,2080,2,484,0,7534,0,8,0,148,4,1838,122,19042
2026/06/29,14:00,18994,0,3596,3270,0,378,0,2106,2,478,0,7046,0,8,0,198,6,1780,126,18994
2026/06/29,14:30,18742,0,4082,3256,0,388,0,2100,2,484,0,6492,0,8,0,524,6,1268,132,18742
2026/06/29,15:00,18530,0,4160,3276,0,384,0,2118,0,480,0,5778,3,8,0,604,10,1580,132,18530
2026/06/29,15:30,18514,0,4754,3266,0,400,0,2128,2,486,0,4886,2,8,0,766,20,1666,132,18514
2026/06/29,16:00,18434,0,5010,3284,0,408,0,2158,2,482,0,4052,0,2,0,966,12,1928,130,18434
2026/06/29,16:30,18034,0,5206,3268,0,404,0,2218,0,482,0,2962,0,10,0,1234,18,2098,134,18034
2026/06/29,17:00,17374,0,5102,3280,0,396,0,2226,2,482,0,1876,0,6,0,1102,20,2714,168,17374
2026/06/29,17:30,16956,0,5448,3268,0,398,0,2218,2,488,0,968,0,6,0,1004,8,2970,178,16956
2026/06/29,18:00,16546,0,5398,3278,0,398,0,2240,2,484,0,340,0,2,0,1348,12,2858,186,16546
2026/06/29,18:30,16336,0,4862,3268,0,410,0,2228,2,496,0,60,0,8,0,1274,12,3534,182,16336
2026/06/29,19:00,15954,0,5062,3280,0,412,0,2224,2,486,0,0,0,6,0,1026,10,3254,192,15954
2026/06/29,19:30,15658,0,5024,3268,0,420,0,2240,0,492,0,0,0,10,0,1058,10,2944,192,15658
2026/06/29,20:00,15290,0,4690,3280,0,424,0,2212,2,488,0,0,0,12,0,1012,4,2974,192,15290
2026/06/29,20:30,15002,0,4740,3268,0,426,0,2214,2,494,0,0,0,10,0,882,4,2774,188,15002
2026/06/29,21:00,14804,0,4880,3284,0,432,0,2180,2,484,0,0,0,12,0,596,8,2768,158,14804
2026/06/29,21:30,14658,0,5094,3260,0,422,0,2192,2,494,0,0,0,12,0,582,4,2442,154,14658
2026/06/29,22:00,14388,0,4988,3278,0,422,0,2146,0,486,0,0,0,12,0,538,4,2360,154,14388
2026/06/29,22:30,14086,0,4690,3268,0,402,0,2144,2,494,0,0,0,12,0,448,6,2468,152,14086
2026/06/29,23:00,13960,0,4742,3280,0,410,0,2134,2,486,0,0,0,8,0,468,4,2276,150,13960
2026/06/29,23:30,13488,0,4208,3272,0,416,0,2128,2,490,0,0,0,4,0,462,2,2348,156,13488
2026/06/30,00:00,13150,0,4202,3260,0,400,0,2120,2,486,0,0,0,2,0,222,2,2360,94,13150
2026/06/30,00:30,12630,0,3628,3198,0,406,0,2096,2,492,0,0,0,6,0,72,2,2634,94,12630
2026/06/30,01:00,12470,0,3592,3266,0,406,0,2086,2,484,0,0,0,12,0,-154,2,2680,94,12470
2026/06/30,01:30,12066,0,3494,3272,0,420,0,2096,2,494,0,0,0,18,0,-162,0,2334,98,12066
2026/06/30,02:00,12186,0,3750,3286,0,422,0,2092,2,486,0,0,0,12,0,-156,2,2194,96,12186
2026/06/30,02:30,12238,0,4034,3266,0,424,0,2092,0,496,0,0,0,16,0,-162,0,1976,96,12238
2026/06/30,03:00,12348,0,4220,3288,0,422,0,2108,2,486,0,0,0,10,0,-156,8,1832,128,12348
2026/06/30,03:30,12390,0,4256,3264,0,428,0,2090,2,496,0,0,0,14,0,-162,2,1860,140,12390
2026/06/30,04:00,12308,0,3822,3290,0,430,0,2102,2,492,0,0,0,8,0,76,0,1940,146,12308
2026/06/30,04:30,12424,0,3536,3274,0,426,0,2114,2,494,0,16,0,4,0,-2,2,2414,144,12424
2026/06/30,05:00,12176,0,3106,3250,0,422,0,2110,2,490,0,144,0,4,0,-164,0,2670,142,12176
2026/06/30,05:30,12070,0,3200,3162,0,424,0,2098,0,498,0,534,0,10,0,-362,0,2378,128,12070
2026/06/30,06:00,12162,0,3266,3070,0,428,0,2096,2,490,0,1216,0,4,0,-654,2,2126,116,12162
2026/06/30,06:30,12734,0,3516,2932,0,420,0,2104,2,494,0,2012,0,6,0,-786,2,1918,114,12734
2026/06/30,07:00,13346,0,3458,3068,0,414,0,2090,2,486,0,2854,0,2,0,-530,0,1386,116,13346
2026/06/30,07:30,14252,0,3590,2838,0,412,0,2100,2,490,0,3822,0,2,0,-432,4,1310,114,14252
2026/06/30,08:00,15458,0,3618,2756,0,458,0,2096,2,488,0,4534,0,2,0,-282,4,1670,112,15458
2026/06/30,08:30,16720,0,3692,2992,0,446,0,2090,2,490,0,5248,0,2,0,74,2,1572,110,16720
2026/06/30,09:00,17586,0,3806,3226,0,434,0,2126,0,482,0,6096,0,2,0,100,0,1198,116,17586
