単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/04/01,21:30,13830,0,7146,1910,0,224,0,1586,2,538,0,0,0,38,0,830,2,1460,94,13830
2026/04/01,22:00,13808,0,7230,1922,0,214,0,1600,2,528,0,0,0,46,0,926,0,1246,94,13808
2026/04/01,22:30,13388,0,6874,1910,0,216,0,1578,2,534,0,0,0,58,0,734,2,1384,96,13388
2026/04/01,23:00,13314,0,7010,1922,0,212,0,1592,2,530,0,0,0,62,0,726,0,1160,98,13314
2026/04/01,23:30,12996,0,6908,1914,0,198,0,1580,2,528,0,0,0,62,0,518,0,1188,98,12996
2026/04/02,00:00,12596,0,6334,1916,0,198,0,1374,2,524,0,0,0,70,0,-216,0,2286,108,12596
2026/04/02,00:30,12142,0,5898,1912,0,212,0,1364,2,530,0,0,0,104,0,-234,2,2242,110,12142
2026/04/02,01:00,12078,0,5616,1924,0,214,0,1342,2,526,0,0,0,148,0,-236,0,2414,128,12078
2026/04/02,01:30,12010,0,5356,1910,0,214,0,1358,2,532,0,0,0,200,0,-238,2,2540,134,12010
2026/04/02,02:00,11940,0,5398,1922,0,214,0,1346,0,524,0,0,0,210,0,-232,2,2464,92,11940
2026/04/02,02:30,12116,0,5602,1914,0,214,0,1370,2,530,0,0,0,214,0,-214,4,2412,68,12116
2026/04/02,03:00,12254,0,5472,1922,0,214,0,1372,2,522,0,0,0,208,0,-182,0,2660,64,12254
2026/04/02,03:30,12352,0,5630,1910,0,214,0,1386,2,526,0,0,0,194,0,-176,4,2594,68,12352
2026/04/02,04:00,12504,0,5546,1924,0,212,0,1384,2,518,0,0,0,206,0,-102,2,2748,64,12504
2026/04/02,04:30,12546,0,5548,1912,0,214,0,1390,2,528,0,0,0,224,0,-98,2,2758,66,12546
2026/04/02,05:00,12680,0,5530,1924,0,214,0,1394,2,520,0,0,0,238,0,-96,2,2884,68,12680
2026/04/02,05:30,12704,0,5534,1906,0,214,0,1392,2,524,0,12,0,248,0,-176,2,2990,56,12704
2026/04/02,06:00,12914,0,5480,1924,0,214,0,1388,2,588,0,120,0,262,0,-112,0,2990,58,12914
2026/04/02,06:30,13102,0,5660,1912,0,210,0,1370,2,596,0,622,0,270,0,-158,2,2554,62,13102
2026/04/02,07:00,13562,0,5122,1920,0,210,0,1476,2,586,0,1804,0,258,0,-238,2,2362,58,13562
2026/04/02,07:30,13964,0,5204,1916,0,216,0,1420,2,594,0,3256,0,236,0,-226,2,1284,60,13964
2026/04/02,08:00,14880,0,5384,1918,0,220,0,1422,2,588,0,4460,0,236,0,-232,4,814,64,14880
2026/04/02,08:30,15662,0,5638,1908,0,216,0,1396,0,596,0,5268,0,246,0,-254,2,574,72,15662
2026/04/02,09:00,15918,0,4714,1902,0,202,0,1382,2,584,0,6222,0,234,0,-726,4,1288,110,15918
2026/04/02,09:30,16260,0,4564,1758,0,200,0,1372,2,590,0,7240,0,250,0,-1488,4,1654,114,16260
2026/04/02,10:00,16220,0,4324,1718,0,198,0,1358,2,586,0,7906,0,264,0,-1768,6,1512,114,16220
2026/04/02,10:30,16128,0,3796,1720,0,188,0,1242,2,592,0,8496,0,280,0,-1776,2,1470,116,16128
2026/04/02,11:00,16150,0,3370,1726,0,184,0,1250,2,582,0,9140,0,274,0,-1848,8,1348,114,16150
2026/04/02,11:30,16090,0,3384,1716,0,186,0,1258,2,588,0,9416,0,274,0,-2378,10,1518,116,16090
2026/04/02,12:00,15080,0,3100,1720,0,184,0,1312,2,586,0,9392,0,260,0,-2708,2,1118,112,15080
2026/04/02,12:30,15046,0,3766,1840,0,184,0,1332,2,594,0,9326,0,256,0,-2874,6,502,112,15046
2026/04/02,13:00,15596,0,3980,1916,0,182,0,1494,0,592,0,8954,0,240,0,-1962,4,80,116,15596
2026/04/02,13:30,15546,0,3634,1920,0,184,0,1504,2,586,0,8582,0,236,0,-1552,4,332,114,15546
2026/04/02,14:00,15590,0,3558,1916,0,190,0,1524,2,584,0,8078,0,240,0,-1500,4,882,112,15590
2026/04/02,14:30,15458,0,3670,1914,0,190,0,1518,2,592,0,7344,0,242,0,-1150,0,1030,106,15458
2026/04/02,15:00,15110,0,3818,1918,0,210,0,1548,2,590,0,6310,0,228,0,-1156,4,1530,108,15110
2026/04/02,15:30,15216,0,4704,1924,0,212,0,1550,2,594,0,5118,0,234,0,-956,2,1726,106,15216
2026/04/02,16:00,15196,0,4930,1962,0,216,0,1526,2,588,0,3756,0,236,0,-380,4,2258,98,15196
2026/04/02,16:30,15018,0,5446,1970,0,216,0,1606,2,594,0,2240,0,234,0,200,4,2410,96,15018
2026/04/02,17:00,14936,0,5534,1964,0,214,0,1696,2,592,0,1002,0,212,0,528,8,3084,100,14936
2026/04/02,17:30,15036,0,5768,1966,0,218,0,1804,2,598,0,206,0,190,0,1462,10,2704,108,15036
2026/04/02,18:00,15406,0,5796,2004,0,216,0,1824,2,596,0,10,0,192,0,2132,18,2508,108,15406
2026/04/02,18:30,15530,0,5798,2010,0,220,0,1842,2,596,0,0,0,202,0,2310,20,2416,114,15530
2026/04/02,19:00,15232,0,5754,2020,0,218,0,1788,0,596,0,0,0,212,0,2378,14,2140,112,15232
2026/04/02,19:30,15008,0,5730,2014,0,218,0,1794,2,596,0,0,0,214,0,1448,10,2866,116,15008
2026/04/02,20:00,14976,0,5722,2014,0,222,0,1812,2,594,0,0,0,210,0,1210,12,3068,110,14976
2026/04/02,20:30,14900,0,5706,2010,0,224,0,1814,2,604,0,0,0,204,0,1178,10,3038,110,14900
2026/04/02,21:00,14662,0,5724,2020,0,222,0,1808,2,594,0,0,0,192,0,1258,2,2748,92,14662
2026/04/02,21:30,14468,0,5784,2014,0,222,0,1814,2,606,0,0,0,174,0,1734,2,2028,88,14468
2026/04/02,22:00,14174,0,5750,2018,0,216,0,1808,2,594,0,0,0,156,0,1436,4,2100,90,14174
2026/04/02,22:30,13918,0,5760,2012,0,218,0,1758,2,604,0,0,0,144,0,1564,2,1766,88,13918
2026/04/02,23:00,13842,0,5702,2016,0,220,0,1738,2,596,0,0,0,138,0,1388,4,1948,90,13842
2026/04/02,23:30,13572,0,5654,2050,0,204,0,1724,2,600,0,0,0,144,0,952,2,2154,86,13572
2026/04/03,00:00,13156,0,5330,2070,0,202,0,1724,2,590,0,0,0,144,0,564,0,2444,86,13156
2026/04/03,00:30,12952,0,4848,2086,0,216,0,1716,2,598,0,0,0,154,0,504,2,2740,86,12952
2026/04/03,01:00,12734,0,4490,2116,0,218,0,1712,2,590,0,0,0,156,0,266,0,3100,84,12734
2026/04/03,01:30,12770,0,4654,2110,0,218,0,1702,2,582,0,0,0,162,0,250,2,3002,86,12770
2026/04/03,02:00,12658,0,4810,2116,0,216,0,1720,0,580,0,0,0,154,0,298,0,2680,84,12658
2026/04/03,02:30,12990,0,5050,2108,0,220,0,1736,2,582,0,0,0,142,0,544,6,2514,86,12990
2026/04/03,03:00,13100,0,5058,2118,0,218,0,1762,2,586,0,0,0,130,0,782,6,2346,92,13100
2026/04/03,03:30,13210,0,5156,2108,0,218,0,1740,2,582,0,0,0,122,0,934,6,2242,100,13210
2026/04/03,04:00,13300,0,5166,2118,0,216,0,1740,2,578,0,0,0,102,0,878,14,2384,102,13300
2026/04/03,04:30,13566,0,5120,2116,0,218,0,1738,2,582,0,0,0,92,0,1094,8,2490,106,13566
2026/04/03,05:00,13722,0,5180,2116,0,220,0,1718,2,580,0,0,0,74,0,1388,14,2316,114,13722
2026/04/03,05:30,13812,0,5144,2110,0,218,0,1728,2,574,0,32,0,68,0,1288,10,2542,96,13812
2026/04/03,06:00,13954,0,4906,2112,0,216,0,1758,2,576,0,440,0,60,0,1102,4,2688,90,13954
2026/04/03,06:30,14224,0,4890,2114,0,212,0,1742,2,580,0,1544,0,50,0,1026,2,2004,58,14224
2026/04/03,07:00,14058,0,3402,2096,0,214,0,1732,2,574,0,2908,0,36,0,60,6,2970,58,14058
2026/04/03,07:30,14544,0,3240,1892,0,218,0,1666,2,578,0,4368,0,30,0,-450,0,2934,66,14544
2026/04/03,08:00,15200,0,3162,1734,0,220,0,1666,2,572,0,5818,0,20,0,-662,2,2594,72,15200
2026/04/03,08:30,15998,0,3176,1726,0,202,0,1670,0,572,0,7028,0,18,0,-842,2,2370,76,15998
2026/04/03,09:00,16222,0,2884,1696,0,200,0,1648,2,564,0,7998,0,12,0,-1040,0,2180,78,16222
2026/04/03,09:30,16226,0,3420,1662,0,198,0,1586,2,566,0,8770,0,8,0,-1322,4,1258,74,16226
2026/04/03,10:00,16082,0,2764,1770,0,188,0,1562,2,564,0,9332,0,8,0,-1838,0,1654,76,16082
2026/04/03,10:30,16062,0,2976,1744,0,166,0,1528,2,568,0,9696,0,10,0,-2252,2,1546,76,16062
2026/04/03,11:00,15950,0,3268,1836,0,168,0,1542,2,570,0,9872,1,6,0,-2518,2,1124,78,15950
2026/04/03,11:30,15728,0,3078,1914,0,160,0,1516,2,572,0,9996,1,8,0,-2638,0,1046,74,15728
2026/04/03,12:00,14908,0,2730,1832,0,164,0,1510,2,574,0,9946,1,6,0,-3436,2,1528,50,14908
2026/04/03,12:30,14752,0,3074,1936,0,158,0,1506,0,576,0,9806,1,10,0,-3460,4,1088,54,14752
2026/04/03,13:00,15296,0,3048,2110,0,156,0,1538,2,572,0,9496,1,8,0,-3322,2,1638,48,15296
2026/04/03,13:30,15414,0,3066,2088,0,156,0,1546,2,578,0,9012,0,10,0,-3056,2,1962,48,15414
2026/04/03,14:00,15342,0,4040,2096,0,162,0,1606,2,572,0,8346,0,14,0,-2436,4,894,42,15342
2026/04/03,14:30,15050,0,3558,2092,0,172,0,1566,2,576,0,7382,0,18,0,-1888,4,1524,44,15050
2026/04/03,15:00,14762,0,3968,2094,0,170,0,1656,2,570,0,6178,0,18,0,-1654,4,1710,46,14762
2026/04/03,15:30,14832,0,4368,2092,0,166,0,1692,2,574,0,4806,0,20,0,-1288,4,2354,42,14832
2026/04/03,16:00,14758,0,4456,2116,0,162,0,1704,2,570,0,3526,0,30,0,-12,0,2166,38,14758
2026/04/03,16:30,14448,0,5404,2110,0,142,0,1722,2,580,0,2214,0,40,0,144,4,2052,34,14448
2026/04/03,17:00,14242,0,5872,2112,0,144,0,1758,2,584,0,948,0,52,0,592,14,2094,70,14242
2026/04/03,17:30,14212,0,6176,2112,0,140,0,1810,2,586,0,192,0,52,0,1036,24,2014,68,14212
2026/04/03,18:00,14472,0,5946,2116,0,144,0,1840,2,586,0,6,0,62,0,1052,18,2632,68,14472
2026/04/03,18:30,14484,0,5970,2110,0,144,0,1842,0,594,0,0,0,66,0,1208,14,2464,72,14484
2026/04/03,19:00,14352,0,6092,2108,0,146,0,1826,2,584,0,0,0,64,0,1196,24,2242,68,14352
2026/04/03,19:30,14086,0,5768,2118,0,142,0,1842,2,592,0,0,0,72,0,1002,24,2448,76,14086
2026/04/03,20:00,14050,0,5936,2116,0,144,0,1846,2,582,0,0,0,70,0,1068,24,2190,72,14050
2026/04/03,20:30,13940,0,6116,2110,0,144,0,1862,2,590,0,0,0,74,0,786,18,2164,74,13940
2026/04/03,21:00,13696,0,6092,2104,0,146,0,1846,2,584,0,0,0,72,0,680,14,2096,60,13696
2026/04/03,21:30,13564,0,5960,2116,0,146,0,1822,2,586,0,0,0,74,0,664,10,2120,64,13564
2026/04/03,22:00,13620,0,6020,2118,0,138,0,1772,2,582,0,0,0,76,0,564,6,2274,68,13620
2026/04/03,22:30,13418,0,5818,2112,0,138,0,1746,0,582,0,0,0,82,0,386,2,2474,78,13418
2026/04/03,23:00,13126,0,6150,2112,0,138,0,1720,2,580,0,0,0,100,0,212,8,2030,74,13126
2026/04/03,23:30,12818,0,5758,2114,0,122,0,1708,2,586,0,0,0,104,0,240,2,2108,74,12818
2026/04/04,00:00,12522,0,6048,2116,0,122,0,1568,2,578,0,0,0,102,0,292,2,1622,70,12522
2026/04/04,00:30,12086,0,5186,2108,0,138,0,1512,2,586,0,0,0,106,0,44,0,2332,72,12086
2026/04/04,01:00,11976,0,5056,2120,0,138,0,1512,2,580,0,0,0,104,0,34,2,2356,72,11976
2026/04/04,01:30,11760,0,4832,2112,0,142,0,1502,0,588,0,0,0,130,0,30,2,2352,70,11760
2026/04/04,02:00,11976,0,5232,2112,0,140,0,1506,2,584,0,0,0,132,0,34,0,2164,70,11976
2026/04/04,02:30,11918,0,5186,2114,0,138,0,1492,2,576,0,0,0,108,0,60,10,2164,68,11918
2026/04/04,03:00,12148,0,5712,2118,0,140,0,1512,2,560,0,0,0,92,0,60,2,1886,64,12148
2026/04/04,03:30,12028,0,5610,2112,0,140,0,1514,2,548,0,0,0,94,0,56,4,1906,42,12028
2026/04/04,04:00,12074,0,5748,2112,0,138,0,1518,2,536,0,0,0,86,0,62,6,1846,20,12074
2026/04/04,04:30,11842,0,5120,2112,0,136,0,1500,2,538,0,0,0,116,0,48,12,2234,24,11842
2026/04/04,05:00,11912,0,5386,2116,0,136,0,1512,2,534,0,0,0,150,0,4,4,2044,24,11912
2026/04/04,05:30,11534,0,4758,2114,0,138,0,1496,2,540,0,12,0,174,0,2,8,2270,20,11534
2026/04/04,06:00,11352,0,4074,2116,0,136,0,1492,2,532,0,76,0,192,0,4,2,2706,20,11352
2026/04/04,06:30,11174,0,4762,2110,0,136,0,1472,2,536,0,258,0,182,0,2,0,1694,20,11174
2026/04/04,07:00,11148,0,4664,2120,0,138,0,1476,2,532,0,552,0,158,0,4,2,1478,22,11148
2026/04/04,07:30,11300,0,4408,2114,0,142,0,1470,0,536,0,952,0,168,0,-8,4,1490,24,11300
2026/04/04,08:00,11608,0,4896,2116,0,142,0,1472,2,536,0,1142,0,166,0,-324,4,1392,64,11608
2026/04/04,08:30,11826,0,5112,2114,0,142,0,1472,2,542,0,1484,0,196,0,-358,4,1042,74,11826
2026/04/04,09:00,12208,0,5512,2116,0,140,0,1474,2,532,0,1440,0,174,0,-354,0,1094,78,12208
2026/04/04,09:30,12358,0,5638,2110,0,140,0,1480,2,534,0,1258,0,200,0,-356,0,1276,76,12358
2026/04/04,10:00,12338,0,5568,2108,0,144,0,1434,2,536,0,1182,0,188,0,-368,2,1464,78,12338
2026/04/04,10:30,12318,0,5328,2118,0,140,0,1440,2,532,0,1202,0,214,0,-370,2,1650,60,12318
2026/04/04,11:00,12524,0,5304,2116,0,142,0,1426,0,534,0,1032,0,216,0,-282,0,1980,56,12524
2026/04/04,11:30,12362,0,4896,2114,0,140,0,1418,2,540,0,1106,0,208,0,2,4,1882,50,12362
2026/04/04,12:00,12318,0,4966,2116,0,138,0,1414,2,530,0,1260,0,200,0,4,4,1636,48,12318
2026/04/04,12:30,12082,0,5148,2108,0,142,0,1416,2,536,0,1226,0,208,0,2,0,1246,48,12082
2026/04/04,13:00,12248,0,5246,2112,0,138,0,1434,2,540,0,1102,0,222,0,4,2,1398,48,12248
2026/04/04,13:30,12172,0,5090,2112,0,142,0,1464,2,546,0,1150,0,224,0,26,0,1368,48,12172
2026/04/04,14:00,12122,0,5036,2118,0,142,0,1514,2,542,0,1178,0,220,0,32,2,1288,48,12122
2026/04/04,14:30,12040,0,5438,2110,0,142,0,1532,2,542,0,898,0,236,0,42,0,1048,50,12040
2026/04/04,15:00,12114,0,5494,2112,0,140,0,1660,2,546,0,548,0,238,0,258,4,1062,50,12114
2026/04/04,15:30,12144,0,5932,2112,0,140,0,1668,2,548,0,390,0,230,0,432,8,636,46,12144
2026/04/04,16:00,12378,0,5514,2116,0,142,0,1674,2,542,0,232,0,216,0,902,6,968,64,12378
2026/04/04,16:30,12426,0,5504,2110,0,140,0,1672,0,548,0,100,0,222,0,1296,6,754,74,12426
2026/04/04,17:00,12696,0,5688,2116,0,144,0,1674,2,536,0,40,0,194,0,1440,8,776,78,12696
2026/04/04,17:30,12860,0,5746,2106,0,140,0,1688,2,542,0,12,0,192,0,1550,22,782,78,12860
2026/04/04,18:00,13034,0,5502,2118,0,142,0,1738,2,542,0,0,0,184,0,1236,14,1466,90,13034
2026/04/04,18:30,12870,0,5084,2112,0,142,0,1786,2,552,0,0,0,206,0,1410,22,1458,96,12870
2026/04/04,19:00,12540,0,4780,2112,0,144,0,1782,2,552,0,0,0,194,0,1428,18,1432,96,12540
2026/04/04,19:30,12458,0,4618,2112,0,140,0,1792,2,558,0,0,0,174,0,1406,18,1540,98,12458
2026/04/04,20:00,12298,0,4624,2116,0,138,0,1798,2,554,0,0,0,162,0,1348,18,1436,102,12298
2026/04/04,20:30,12076,0,4532,2110,0,142,0,1770,0,560,0,0,0,136,0,1286,20,1414,106,12076
2026/04/04,21:00,11788,0,4330,2112,0,140,0,1754,2,560,0,0,0,132,0,1270,8,1376,104,11788
2026/04/04,21:30,11550,0,4260,2112,0,142,0,1760,2,576,0,0,0,136,0,1166,2,1292,102,11550
2026/04/04,22:00,11230,0,4078,2116,0,134,0,1746,2,568,0,0,0,124,0,818,10,1530,104,11230
2026/04/04,22:30,10936,0,4720,2110,0,138,0,1732,2,574,0,0,0,132,0,184,2,1236,106,10936
2026/04/04,23:00,11046,0,4508,2112,0,118,0,1738,2,578,0,0,0,120,0,242,0,1514,114,11046
2026/04/04,23:30,10558,0,3994,2088,0,122,0,1736,0,582,0,0,0,102,0,248,4,1568,114,10558
2026/04/05,00:00,10346,0,3950,1934,0,132,0,1650,2,576,0,0,0,104,0,270,0,1612,116,10346
2026/04/05,00:30,10022,0,3410,1752,0,136,0,1636,2,578,0,0,0,96,0,276,2,2006,128,10022
2026/04/05,01:00,9944,0,3424,1586,0,138,0,1640,2,576,0,0,0,98,0,312,0,2032,136,9944
2026/04/05,01:30,9902,0,3360,1342,0,136,0,1640,2,576,0,0,0,106,0,300,2,2304,134,9902
2026/04/05,02:00,10086,0,3786,1326,0,136,0,1660,2,572,0,0,0,124,0,544,0,1800,136,10086
2026/04/05,02:30,10200,0,3740,1340,0,136,0,1660,2,584,0,0,0,106,0,582,2,1914,134,10200
2026/04/05,03:00,10330,0,3522,1192,0,136,0,1698,0,578,0,0,0,118,0,884,14,2070,118,10330
2026/04/05,03:30,10472,0,3556,1306,0,138,0,1688,2,578,0,0,0,142,0,906,8,2040,108,10472
2026/04/05,04:00,10336,0,3496,1268,0,136,0,1692,2,576,0,0,0,146,0,918,8,1984,110,10336
2026/04/05,04:30,10436,0,3600,1138,0,138,0,1688,2,576,0,0,0,148,0,942,6,2086,112,10436
2026/04/05,05:00,10248,0,3640,1064,0,134,0,1692,2,572,0,0,0,144,0,866,2,2014,118,10248
2026/04/05,05:30,10004,0,3360,994,0,136,0,1678,2,578,0,22,0,110,0,682,8,2322,112,10004
2026/04/05,06:00,9574,0,3182,972,0,136,0,1632,0,572,0,266,0,106,0,64,2,2550,92,9574
2026/04/05,06:30,9556,0,3056,970,0,122,0,1634,2,576,0,1106,0,100,0,-104,2,2010,82,9556
2026/04/05,07:00,9642,0,2794,968,0,118,0,1628,2,570,0,2428,0,80,0,-476,0,1446,84,9642
2026/04/05,07:30,9876,0,3250,970,0,116,0,1626,2,572,0,3054,0,82,0,-960,4,1084,76,9876
2026/04/05,08:00,10070,0,3312,1044,0,110,0,1644,2,566,0,3478,57,76,0,-1288,2,1042,82,10070
2026/04/05,08:30,10256,0,3426,1142,0,104,0,1646,2,558,0,3634,59,76,0,-1020,2,598,88,10256
2026/04/05,09:00,10362,0,2480,1192,0,104,0,1644,2,546,16,4604,71,66,0,-1230,0,864,90,10362
2026/04/05,09:30,10700,0,2722,1234,0,108,0,1642,2,552,16,5852,88,56,0,-1854,2,294,90,10700
2026/04/05,10:00,10386,0,2808,1290,0,102,0,1648,0,540,16,6120,92,44,0,-2238,2,-20,90,10386
2026/04/05,10:30,10426,0,3542,1324,0,90,11,1642,2,536,27,5456,78,38,0,-2230,2,-68,92,10426
2026/04/05,11:00,10324,0,2944,1342,0,90,11,1646,2,534,27,5472,72,38,0,-2168,2,332,90,10324
2026/04/05,11:30,10362,0,3340,1342,0,92,11,1650,2,534,26,5322,65,42,0,-2156,0,102,92,10362
2026/04/05,12:00,10324,0,3010,1356,0,90,11,1648,2,536,26,5710,72,38,0,-2394,2,198,128,10324
2026/04/05,12:30,10360,0,2944,1406,0,88,11,1658,2,538,26,5674,73,52,0,-2844,2,712,128,10360
2026/04/05,13:00,10166,0,3148,1460,0,92,11,1658,0,536,27,4892,67,46,0,-2892,6,1090,130,10166
2026/04/05,13:30,10150,0,3124,1506,0,88,11,1652,2,532,26,3900,51,52,0,-2614,0,1782,126,10150
2026/04/05,14:00,9964,0,3358,1596,0,92,11,1668,2,530,28,2952,41,46,0,-2246,2,1840,124,9964
2026/04/05,14:30,10206,0,2862,1652,0,94,0,1674,2,546,16,3064,39,30,0,-1260,0,1418,124,10206
2026/04/05,15:00,10096,0,2734,1722,0,104,0,1664,2,546,16,3520,49,20,0,-1720,2,1398,104,10096
2026/04/05,15:30,10234,0,3272,1724,0,110,0,1678,2,560,0,2800,40,16,0,-1524,2,1492,102,10234
2026/04/05,16:00,10168,0,3442,1748,0,118,0,1690,2,562,0,2352,0,12,0,-1268,0,1410,100,10168
2026/04/05,16:30,10380,0,3894,1834,0,118,0,1736,0,570,0,1460,0,8,0,-684,6,1338,100,10380
2026/04/05,17:00,10724,0,4432,1934,0,136,0,1772,2,570,0,966,0,8,0,-198,2,998,102,10724
2026/04/05,17:30,11072,0,5010,2024,0,136,0,1822,2,566,0,270,0,10,0,-180,12,1298,102,11072
2026/04/05,18:00,11454,0,4954,2096,0,136,0,1906,2,562,0,4,0,18,0,54,14,1606,102,11454
2026/04/05,18:30,11810,0,4998,2112,0,136,0,1926,2,572,0,0,0,18,0,164,16,1764,102,11810
2026/04/05,19:00,11712,0,5040,2110,0,138,0,1964,2,572,0,0,0,10,0,160,14,1598,104,11712
2026/04/05,19:30,11652,0,4932,2108,0,138,0,1966,2,572,0,0,0,4,0,214,12,1602,102,11652
2026/04/05,20:00,11416,0,5044,2112,0,138,0,1960,0,572,0,0,0,4,0,578,14,892,102,11416
2026/04/05,20:30,11380,0,4844,2104,0,136,0,1936,2,574,0,0,0,6,0,1226,12,432,108,11380
2026/04/05,21:00,11084,0,4386,2110,0,138,0,1906,2,568,0,0,0,10,0,692,6,1160,106,11084
