単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/03/02,02:00,10820,0,3246,4104,0,396,528,2,554,0,0,4,0,4,0,1914,68,10820
2026/03/02,02:30,11236,0,3758,4078,0,398,518,2,556,0,0,2,0,2,0,1856,66,11236
2026/03/02,03:00,11324,0,3514,4098,0,398,556,0,552,0,0,4,0,4,0,2106,92,11324
2026/03/02,03:30,11600,0,4008,4082,0,396,552,2,552,0,0,2,0,2,0,1914,90,11600
2026/03/02,04:00,11660,0,3928,4104,0,398,666,2,552,0,0,4,0,4,0,1904,98,11660
2026/03/02,04:30,11970,0,4480,4080,0,402,662,2,550,0,0,4,0,2,0,1696,92,11970
2026/03/02,05:00,12128,0,4376,4106,0,410,664,2,550,0,0,2,0,4,0,1910,104,12128
2026/03/02,05:30,12524,0,4998,4080,0,410,656,2,548,0,0,2,0,2,0,1724,102,12524
2026/03/02,06:00,13072,0,5350,4110,0,408,732,2,548,8,0,2,0,4,6,1826,76,13072
2026/03/02,06:30,13626,0,5970,4092,0,406,728,2,548,208,0,0,0,56,12,1536,68,13626
2026/03/02,07:00,14188,0,5940,4110,0,396,748,2,552,840,0,2,0,50,10,1468,70,14188
2026/03/02,07:30,14838,0,5952,4092,0,400,726,0,546,1736,0,4,0,70,10,1236,66,14838
2026/03/02,08:00,15704,0,5988,4120,0,404,764,2,552,2908,0,2,0,110,12,748,94,15704
2026/03/02,08:30,16504,0,6062,4096,0,402,762,2,548,4190,0,2,0,106,2,242,90,16504
2026/03/02,09:00,16842,0,5852,4128,0,406,734,2,536,5308,0,2,0,4,4,-234,100,16842
2026/03/02,09:30,16746,0,5304,4096,0,394,688,2,538,6106,0,2,0,8,4,-492,96,16746
2026/03/02,10:00,16682,0,4142,4128,0,394,686,2,536,6776,0,4,0,330,6,-370,48,16682
2026/03/02,10:30,16230,0,3862,4098,0,388,668,2,532,6428,0,2,0,302,4,-100,44,16230
2026/03/02,11:00,16184,0,3566,4124,0,384,616,2,528,6282,0,4,0,46,4,576,52,16184
2026/03/02,11:30,15866,0,3034,4104,0,392,604,2,526,6498,0,12,0,-70,4,702,58,15866
2026/03/02,12:00,15150,0,3334,4118,0,388,598,2,532,6268,0,10,0,-424,2,260,62,15150
2026/03/02,12:30,14892,0,3786,4090,0,390,588,2,530,5628,0,12,0,-194,2,-4,62,14892
2026/03/02,13:00,15574,0,3756,4104,0,392,588,2,526,5162,0,8,0,92,2,876,66,15574
2026/03/02,13:30,15738,0,4096,4018,0,392,588,0,522,5278,0,8,0,294,0,486,56,15738
2026/03/02,14:00,15672,0,5546,4098,0,404,602,2,520,4578,0,12,0,344,6,-486,46,15672
2026/03/02,14:30,15658,0,6126,4102,0,406,608,2,514,3410,0,12,0,826,10,-402,44,15658
2026/03/02,15:00,15362,0,6248,4124,0,406,820,2,500,2398,0,16,0,1222,0,-416,42,15362
2026/03/02,15:30,15676,0,6864,4098,0,404,880,2,504,1530,0,14,0,1914,2,-574,38,15676
2026/03/02,16:00,15766,0,7354,4124,0,410,980,2,500,884,0,10,0,1732,6,-292,56,15766
2026/03/02,16:30,15810,0,7640,4102,0,406,1028,2,502,434,0,16,0,1778,6,-156,52,15810
2026/03/02,17:00,15626,0,7860,4120,0,410,1088,2,500,78,0,28,0,1444,16,2,78,15626
2026/03/02,17:30,16004,0,8022,4106,0,412,1126,0,508,6,0,42,0,1778,20,-92,76,16004
2026/03/02,18:00,15970,0,7968,4120,0,406,1130,2,502,0,0,50,0,1318,22,372,80,15970
2026/03/02,18:30,15920,0,7620,4100,0,408,1140,2,504,0,0,68,0,1008,28,964,78,15920
2026/03/02,19:00,15442,0,7200,4124,0,410,1124,2,504,0,0,86,0,616,30,1268,78,15442
2026/03/02,19:30,15238,0,7204,4100,0,406,1122,2,502,0,0,92,0,430,14,1288,78,15238
2026/03/02,20:00,15008,0,6972,4116,0,410,1122,2,506,0,0,102,0,240,18,1446,74,15008
2026/03/02,20:30,14908,0,7130,4106,0,410,1120,2,502,0,0,110,0,142,14,1310,62,14908
2026/03/02,21:00,14646,0,6906,4124,0,414,950,2,504,0,0,114,0,142,2,1424,64,14646
2026/03/02,21:30,14376,0,6568,4098,0,408,910,2,502,0,0,140,0,18,0,1666,64,14376
2026/03/02,22:00,14216,0,6888,4124,0,412,844,2,504,0,0,166,0,58,2,1150,66,14216
2026/03/02,22:30,13720,0,5998,4096,0,404,814,2,504,0,0,178,0,94,4,1562,64,13720
2026/03/02,23:00,13754,0,6230,4128,0,404,674,2,504,0,0,190,0,0,0,1550,72,13754
2026/03/02,23:30,13400,0,6212,4108,0,404,662,0,500,0,0,204,0,-400,2,1642,66,13400
2026/03/03,00:00,12824,0,5568,4110,0,402,642,2,502,0,0,210,0,-1134,0,2462,60,12824
2026/03/03,00:30,12470,0,5062,4102,0,402,636,2,504,0,0,234,0,-1342,0,2814,56,12470
2026/03/03,01:00,12394,0,5416,4116,0,390,622,2,502,0,0,246,0,-1528,0,2568,60,12394
2026/03/03,01:30,12378,0,5358,4108,0,392,600,2,506,0,0,258,0,-1522,0,2618,58,12378
2026/03/03,02:00,12488,0,5348,4116,0,394,638,2,502,0,0,274,0,-1512,0,2686,40,12488
2026/03/03,02:30,12600,0,4852,4102,0,398,630,2,504,0,0,284,0,-916,0,2706,38,12600
2026/03/03,03:00,12832,0,4914,4128,0,408,642,0,502,0,0,284,0,-576,2,2506,22,12832
2026/03/03,03:30,12932,0,5028,4102,0,404,630,2,504,0,0,286,0,-466,0,2428,14,12932
2026/03/03,04:00,12882,0,4936,4124,0,406,650,2,502,0,0,288,0,-314,2,2264,22,12882
2026/03/03,04:30,12956,0,4968,4096,0,406,650,2,504,0,0,288,0,-172,0,2200,14,12956
2026/03/03,05:00,13228,0,4536,4120,0,408,742,2,502,0,0,288,0,4,2,2604,20,13228
2026/03/03,05:30,13248,0,4856,4106,0,402,732,2,502,0,0,284,0,2,0,2344,18,13248
2026/03/03,06:00,13744,0,5624,4124,0,396,746,2,502,0,0,278,0,4,2,2022,44,13744
2026/03/03,06:30,14186,0,5982,4098,0,404,800,2,502,18,0,286,0,2,4,2054,34,14186
2026/03/03,07:00,14844,0,6920,4124,0,404,812,0,502,42,0,278,0,4,2,1716,40,14844
2026/03/03,07:30,15584,0,7660,4102,0,404,826,2,502,98,0,282,0,10,8,1656,34,15584
2026/03/03,08:00,16830,0,8330,4116,0,404,908,2,502,160,0,278,0,200,10,1890,30,16830
2026/03/03,08:30,17808,0,8894,4104,0,402,900,2,496,260,0,280,0,664,10,1768,28,17808
2026/03/03,09:00,18376,0,9154,4122,0,404,900,2,496,476,0,292,0,1200,8,1288,34,18376
2026/03/03,09:30,18406,0,8806,4102,0,406,898,2,494,684,0,290,0,1490,4,1206,24,18406
2026/03/03,10:00,18352,0,8876,4124,0,400,882,2,500,820,0,292,0,888,0,1532,36,18352
2026/03/03,10:30,18254,0,8862,4110,0,404,878,2,496,1108,0,290,0,758,6,1306,34,18254
2026/03/03,11:00,18146,0,8966,4132,0,400,826,2,500,1086,0,278,0,994,4,918,40,18146
2026/03/03,11:30,17934,0,8698,4098,0,402,810,2,496,1206,0,294,0,580,2,1308,38,17934
2026/03/03,12:00,16926,0,7284,4124,0,394,712,2,500,1424,0,282,0,12,2,2148,42,16926
2026/03/03,12:30,16860,0,7442,4106,0,402,714,2,500,1338,0,296,0,2,0,2016,42,16860
2026/03/03,13:00,17646,0,8066,4124,0,400,818,0,498,1276,0,284,0,4,4,2124,48,17646
2026/03/03,13:30,17796,0,8578,4110,0,400,876,2,498,1196,0,284,0,438,0,1374,40,17796
2026/03/03,14:00,17742,0,8070,4130,0,402,956,2,498,966,0,270,0,90,2,2310,46,17742
2026/03/03,14:30,17802,0,8404,4104,0,400,968,2,498,776,0,258,0,122,0,2228,42,17802
2026/03/03,15:00,17378,0,8296,4124,0,404,1032,2,496,534,0,230,0,134,4,2080,42,17378
2026/03/03,15:30,17918,0,8972,4096,0,402,1090,2,498,280,0,166,0,468,4,1910,30,17918
2026/03/03,16:00,17950,0,9234,4128,0,404,1118,2,502,140,0,128,0,458,12,1790,34,17950
2026/03/03,16:30,17918,0,9364,4098,0,406,1178,2,502,64,0,122,0,610,20,1516,36,17918
2026/03/03,17:00,17680,0,9396,4124,0,402,1222,0,496,20,0,110,0,578,10,1286,36,17680
2026/03/03,17:30,17562,0,9254,4094,0,402,1238,2,500,6,0,136,0,376,16,1504,34,17562
2026/03/03,18:00,17516,0,9388,4126,0,404,1150,2,498,0,0,114,0,378,22,1366,68,17516
2026/03/03,18:30,17158,0,9358,4100,0,404,1144,2,502,0,0,82,0,414,8,1076,68,17158
2026/03/03,19:00,16886,0,9176,4124,0,402,1090,2,502,0,0,64,0,366,4,1086,70,16886
2026/03/03,19:30,16388,0,8682,4098,0,406,1064,2,500,0,0,84,0,216,2,1264,70,16388
2026/03/03,20:00,16196,0,8342,4126,0,402,1038,2,504,0,0,122,0,118,0,1470,72,16196
2026/03/03,20:30,15912,0,7704,4100,0,406,1038,2,502,0,0,168,0,114,0,1806,72,15912
2026/03/03,21:00,15662,0,7922,4120,0,408,914,2,502,0,0,186,0,116,2,1418,72,15662
2026/03/03,21:30,15252,0,7282,4100,0,406,878,2,504,0,0,196,0,26,2,1782,74,15252
2026/03/03,22:00,15048,0,7280,4124,0,406,818,2,502,0,0,210,0,132,0,1498,76,15048
2026/03/03,22:30,14686,0,6846,4098,0,404,808,2,500,0,0,224,0,34,2,1694,74,14686
2026/03/03,23:00,14392,0,6448,4128,0,404,756,0,502,0,0,226,0,4,0,1870,54,14392
2026/03/03,23:30,14080,0,6126,4112,0,400,748,2,504,0,0,238,0,2,0,1896,52,14080
2026/03/04,00:00,13458,0,6012,4114,0,392,724,2,502,0,0,244,0,-170,0,1582,56,13458
2026/03/04,00:30,13190,0,5718,4104,0,392,758,2,500,0,0,250,0,-236,0,1650,52,13190
2026/03/04,01:00,13092,0,5590,4114,0,394,814,2,502,0,0,254,0,-234,0,1598,58,13092
2026/03/04,01:30,13060,0,5520,4104,0,392,794,2,504,0,0,240,0,-236,0,1680,60,13060
2026/03/04,02:00,13118,0,5622,4120,0,390,812,2,502,0,0,248,0,-232,0,1598,56,13118
2026/03/04,02:30,13336,0,5860,4104,0,392,818,2,502,0,0,254,0,-234,2,1572,64,13336
2026/03/04,03:00,13534,0,6032,4128,0,392,856,0,502,0,0,250,0,-238,0,1546,66,13534
2026/03/04,03:30,13512,0,6420,4098,0,392,860,2,506,0,0,262,0,-140,2,1046,64,13512
2026/03/04,04:00,13624,0,6334,4114,0,394,852,2,502,0,0,274,0,4,0,1078,70,13624
2026/03/04,04:30,13746,0,6398,4104,0,394,856,2,502,0,0,278,0,2,0,1140,70,13746
2026/03/04,05:00,13864,0,6438,4118,0,394,852,2,504,0,0,270,0,4,2,1208,72,13864
2026/03/04,05:30,14174,0,6662,4100,0,394,848,2,502,0,0,284,0,2,0,1308,72,14174
2026/03/04,06:00,14590,0,6938,4116,0,400,942,2,504,12,0,282,0,6,2,1320,66,14590
2026/03/04,06:30,15108,0,7598,4100,0,404,946,2,504,242,0,282,0,404,2,556,68,15108
2026/03/04,07:00,15458,0,7352,4132,0,400,944,2,500,1094,0,274,0,478,4,208,70,15458
2026/03/04,07:30,16030,0,6792,4090,0,402,902,2,502,2342,0,282,0,38,0,610,68,16030
2026/03/04,08:00,16694,0,6398,4124,0,398,896,0,500,3466,0,274,0,38,2,544,54,16694
2026/03/04,08:30,17476,0,5906,4100,0,392,886,2,502,4586,0,264,0,112,2,674,50,17476
2026/03/04,09:00,17648,0,5710,4114,0,390,820,2,492,5476,0,190,0,116,2,278,58,17648
2026/03/04,09:30,17506,0,5134,4094,0,384,788,2,490,6178,0,162,0,202,0,12,60,17506
2026/03/04,10:00,17420,0,4134,4112,0,388,734,2,490,6886,0,180,0,162,2,272,58,17420
2026/03/04,10:30,17450,0,3622,4088,0,390,714,2,498,7508,0,190,0,24,0,360,54,17450
2026/03/04,11:00,17318,0,3548,4112,0,384,656,2,490,7972,0,186,0,-138,2,48,56,17318
2026/03/04,11:30,17104,0,3404,4090,0,386,656,2,488,8202,0,188,0,-512,2,148,50,17104
2026/03/04,12:00,16488,0,3012,4108,0,384,674,2,476,8386,0,262,0,-1048,0,180,52,16488
2026/03/04,12:30,16070,0,3040,4050,0,386,664,2,476,8198,0,274,0,-1230,2,168,40,16070
2026/03/04,13:00,16860,0,3738,4114,0,386,668,2,482,8048,0,278,0,-930,4,28,42,16860
2026/03/04,13:30,16914,0,3530,4090,0,386,676,0,486,7726,0,268,0,-518,2,226,42,16914
2026/03/04,14:00,16880,0,3542,4116,0,390,696,2,490,7174,0,266,0,-468,4,632,36,16880
2026/03/04,14:30,16694,0,3960,4092,0,390,696,2,494,6392,0,282,0,-172,2,518,38,16694
2026/03/04,15:00,16634,0,4614,4124,0,392,796,2,490,5356,0,278,0,168,4,364,46,16634
2026/03/04,15:30,16684,0,5806,4094,0,384,826,2,492,4150,0,290,0,290,4,300,46,16684
2026/03/04,16:00,16750,0,6798,4116,0,390,992,2,492,2764,0,288,0,418,4,440,46,16750
2026/03/04,16:30,16750,0,7858,4092,0,392,1098,2,500,1384,0,284,0,420,2,674,44,16750
2026/03/04,17:00,16630,0,8736,4116,0,402,1172,2,498,342,0,282,0,418,6,606,50,16630
2026/03/04,17:30,17158,0,9818,4086,0,408,1184,2,502,26,0,286,0,646,20,134,46,17158
2026/03/04,18:00,17530,0,9712,4108,0,408,1184,2,498,0,0,290,0,680,22,550,76,17530
2026/03/04,18:30,17458,0,9514,4098,0,408,1182,2,500,0,0,294,0,872,10,500,78,17458
2026/03/04,19:00,17238,0,9688,4104,0,408,1186,2,500,0,0,290,0,914,18,48,80,17238
2026/03/04,19:30,17040,0,9692,4096,0,406,1172,2,494,0,0,284,0,878,4,-64,76,17040
2026/03/04,20:00,16938,0,9568,4104,0,410,1104,0,494,0,0,258,0,560,4,356,80,16938
2026/03/04,20:30,16726,0,9688,4100,0,406,1096,2,498,0,0,246,0,780,2,-170,78,16726
2026/03/04,21:00,16600,0,9918,4106,0,412,944,2,500,0,0,244,0,780,2,-394,86,16600
2026/03/04,21:30,16164,0,9544,4092,0,406,872,2,500,0,0,230,0,548,0,-114,84,16164
2026/03/04,22:00,15934,0,9250,4096,0,408,828,2,498,0,0,228,0,496,0,38,90,15934
2026/03/04,22:30,15502,0,8608,4098,0,402,790,2,500,0,0,234,0,206,2,572,88,15502
2026/03/04,23:00,15330,0,8218,4102,0,396,742,2,500,0,0,248,0,38,0,1022,62,15330
2026/03/04,23:30,14898,0,7334,4104,0,392,740,2,492,0,0,260,0,-26,0,1542,58,14898
2026/03/05,00:00,14520,0,7044,4100,0,392,796,2,500,0,0,250,0,-250,0,1626,60,14520
2026/03/05,00:30,14180,0,6740,4102,0,394,788,2,502,0,0,256,0,-374,2,1712,56,14180
2026/03/05,01:00,14024,0,6320,4100,0,392,796,2,502,0,0,244,0,-506,0,2116,58,14024
2026/03/05,01:30,13940,0,6504,4100,0,394,788,2,500,0,0,252,0,-508,0,1852,56,13940
2026/03/05,02:00,14068,0,6390,4112,0,392,840,2,500,0,0,256,0,-298,2,1818,54,14068
2026/03/05,02:30,14130,0,6606,4100,0,390,834,0,500,0,0,256,0,-252,0,1642,54,14130
2026/03/05,03:00,14366,0,6894,4104,0,394,830,2,500,0,0,262,0,2,2,1298,78,14366
2026/03/05,03:30,14392,0,7026,4096,0,396,826,2,500,0,0,258,0,2,0,1204,82,14392
2026/03/05,04:00,14318,0,6980,4104,0,394,824,2,504,0,0,244,0,4,0,1198,64,14318
2026/03/05,04:30,14430,0,6788,4096,0,394,814,2,496,0,0,258,0,2,2,1518,60,14430
2026/03/05,05:00,14732,0,7286,4108,0,392,814,2,502,0,0,248,0,4,0,1324,52,14732
2026/03/05,05:30,14972,0,7352,4100,0,390,822,2,498,0,0,244,0,22,2,1488,52,14972
2026/03/05,06:00,15728,0,8098,4108,0,390,876,2,504,16,0,222,0,106,4,1352,50,15728
2026/03/05,06:30,16216,0,8138,4092,0,390,884,2,500,332,0,234,0,290,4,1300,50,16216
2026/03/05,07:00,16562,0,7578,4100,0,388,882,2,502,1338,0,230,0,114,4,1372,52,16562
2026/03/05,07:30,16954,0,6920,4098,0,390,870,2,504,2730,0,226,0,2,2,1158,52,16954
2026/03/05,08:00,17774,0,6458,4102,0,390,884,2,500,4196,0,230,0,2,2,928,80,17774
2026/03/05,08:30,18356,0,5844,4100,0,388,888,2,502,5504,0,224,0,4,2,822,76,18356
2026/03/05,09:00,18576,0,5076,4108,0,388,882,2,498,6706,0,230,0,232,0,402,52,18576
2026/03/05,09:30,18382,0,4280,4096,0,388,816,0,498,7636,0,240,0,122,2,256,48,18382
2026/03/05,10:00,18008,0,3124,3968,0,392,722,2,498,8404,0,216,0,-208,0,860,30,18008
2026/03/05,10:30,17804,0,2850,4040,0,388,706,2,500,8938,0,214,0,-488,2,620,32,17804
2026/03/05,11:00,17558,0,2978,3902,0,388,714,2,498,9224,0,200,0,-900,2,514,36,17558
2026/03/05,11:30,17268,0,3420,3952,0,392,698,2,500,9342,0,190,0,-1546,2,282,34,17268
2026/03/05,12:00,16264,0,2898,3516,0,386,702,2,498,9386,0,188,0,-2028,0,682,34,16264
2026/03/05,12:30,16030,0,2806,3344,0,388,708,2,502,9182,0,204,0,-2092,2,952,32,16030
2026/03/05,13:00,16532,0,3056,3436,0,388,714,2,500,8920,0,212,0,-1460,0,728,36,16532
2026/03/05,13:30,16710,0,3476,3510,0,390,714,0,502,8460,0,216,0,-1086,0,504,24,16710
2026/03/05,14:00,16538,0,3102,3680,0,390,800,2,502,7772,0,216,0,-720,4,758,32,16538
2026/03/05,14:30,16450,0,3772,3562,0,386,806,2,506,6880,0,214,0,-446,2,744,22,16450
2026/03/05,15:00,16212,0,4146,3808,0,384,828,2,498,5702,0,216,0,-132,2,724,34,16212
2026/03/05,15:30,16490,0,4776,4040,0,390,888,2,504,4338,0,230,0,102,2,1180,38,16490
2026/03/05,16:00,16628,0,5926,4102,0,394,1076,2,500,2894,0,230,0,102,6,1314,82,16628
2026/03/05,16:30,16688,0,6922,4098,0,394,1168,2,508,1466,0,226,0,172,2,1648,82,16688
2026/03/05,17:00,16570,0,7532,4106,0,398,1222,2,506,452,0,214,0,542,6,1492,98,16570
2026/03/05,17:30,17134,0,8738,4090,0,412,1230,2,504,94,0,198,0,670,24,1080,92,17134
2026/03/05,18:00,17458,0,8668,4108,0,410,1248,2,504,0,0,210,0,840,16,1240,212,17458
2026/03/05,18:30,17478,0,9030,4098,0,412,1244,2,506,0,0,210,0,1198,18,554,206,17478
2026/03/05,19:00,17198,0,9056,4102,0,410,1240,2,506,0,0,202,0,1066,10,396,208,17198
2026/03/05,19:30,17002,0,9082,4100,0,400,1242,2,506,0,0,196,0,376,6,882,210,17002
2026/03/05,20:00,16906,0,9154,4106,0,402,1210,2,506,0,0,174,0,138,10,1028,176,16906
2026/03/05,20:30,16654,0,9084,4094,0,396,1172,0,502,0,0,152,0,282,6,800,166,16654
2026/03/05,21:00,16558,0,9126,4112,0,404,1008,2,508,0,0,142,0,288,2,790,176,16558
2026/03/05,21:30,16080,0,8428,4094,0,398,900,2,508,0,0,130,0,124,0,1320,176,16080
2026/03/05,22:00,15972,0,8426,4110,0,398,882,2,506,0,0,112,0,130,2,1228,176,15972
2026/03/05,22:30,15420,0,7588,4096,0,396,878,2,508,0,0,74,0,124,0,1592,162,15420
2026/03/05,23:00,15314,0,7804,4104,0,398,766,2,504,0,0,26,0,88,2,1470,150,15314
2026/03/05,23:30,14844,0,7450,4100,0,396,744,2,508,0,0,14,0,16,0,1468,146,14844
2026/03/06,00:00,14362,0,6602,4102,0,398,748,2,510,0,0,26,0,4,0,1906,64,14362
2026/03/06,00:30,14150,0,6638,4102,0,394,738,2,504,0,0,18,0,2,0,1700,52,14150
2026/03/06,01:00,13984,0,6120,4104,0,394,740,2,508,0,0,14,0,4,2,2032,64,13984
2026/03/06,01:30,13916,0,6206,4096,0,394,732,2,508,0,0,10,0,2,0,1912,54,13916
2026/03/06,02:00,13956,0,6238,4104,0,396,786,2,506,0,0,16,0,4,0,1844,60,13956
2026/03/06,02:30,14128,0,6720,4096,0,390,782,0,510,0,0,12,0,2,0,1556,60,14128
2026/03/06,03:00,14348,0,6754,4108,0,396,798,2,506,0,0,14,0,4,2,1692,72,14348
2026/03/06,03:30,14290,0,6842,4094,0,398,784,2,508,0,0,14,0,2,0,1580,66,14290
2026/03/06,04:00,14394,0,6784,4104,0,396,868,2,508,0,0,26,0,4,0,1604,98,14394
2026/03/06,04:30,14426,0,6920,4102,0,396,860,2,508,0,0,38,0,2,0,1502,96,14426
2026/03/06,05:00,14828,0,7142,4098,0,398,874,2,504,0,0,44,0,4,2,1652,108,14828
2026/03/06,05:30,14990,0,7558,4098,0,398,866,2,506,0,0,50,0,4,0,1400,108,14990
2026/03/06,06:00,15654,0,8338,4108,0,394,924,2,506,12,0,50,0,192,2,1050,76,15654
2026/03/06,06:30,16210,0,8486,4098,0,392,970,2,504,258,0,50,0,830,12,540,68,16210
2026/03/06,07:00,16456,0,7780,4104,0,394,970,0,502,878,0,46,0,470,14,1216,82,16456
2026/03/06,07:30,16874,0,7354,4096,0,392,962,2,504,1850,0,46,0,484,2,1104,78,16874
2026/03/06,08:00,17810,0,6568,4108,0,388,968,2,502,2998,0,56,0,374,2,1740,104,17810
2026/03/06,08:30,18220,0,5896,4100,0,390,964,2,502,4024,0,70,0,250,2,1922,98,18220
2026/03/06,09:00,18376,0,5352,4104,0,392,892,2,504,5086,0,76,0,258,2,1600,108,18376
2026/03/06,09:30,18112,0,4880,4100,0,390,880,2,498,5906,0,70,0,266,0,1016,104,18112
